strain,country
EPI_ISL_828850,Europe / Iceland
EPI_ISL_828854,Europe / Iceland
EPI_ISL_722232,Europe / Spain
EPI_ISL_831095,Europe / Spain
EPI_ISL_654239,Europe / Spain
EPI_ISL_671916,Republic of Ireland
EPI_ISL_671914,Republic of Ireland
EPI_ISL_586199,Wales
EPI_ISL_585861,Wales
EPI_ISL_654537,Europe / Spain
EPI_ISL_3356340,Europe / Belgium
EPI_ISL_2886742,Europe / Slovenia
EPI_ISL_648188,Europe / Sweden
EPI_ISL_598826,Wales
EPI_ISL_1312664,Europe / Latvia
EPI_ISL_632700,Europe / Netherlands
EPI_ISL_1312632,Europe / Latvia
EPI_ISL_654534,Europe / Spain
EPI_ISL_654527,Europe / Spain
EPI_ISL_595937,Scotland
EPI_ISL_628429,Scotland
EPI_ISL_612708,Wales
EPI_ISL_1312675,Europe / Latvia
EPI_ISL_627783,Wales
EPI_ISL_627307,Wales
EPI_ISL_612700,Wales
EPI_ISL_612639,Wales
EPI_ISL_632540,Europe / Netherlands
EPI_ISL_1692775,Europe / Italy
EPI_ISL_628440,Wales
EPI_ISL_628518,Scotland
EPI_ISL_585841,Wales
EPI_ISL_632542,Europe / Netherlands
EPI_ISL_680438,Northern Ireland
EPI_ISL_827137,Europe / Iceland
EPI_ISL_829882,Europe / Iceland
EPI_ISL_829881,Europe / Iceland
EPI_ISL_671944,Europe / France
EPI_ISL_586221,Wales
EPI_ISL_827133,Europe / Iceland
EPI_ISL_827406,Europe / Iceland
EPI_ISL_827306,Europe / Iceland
EPI_ISL_827745,Europe / Iceland
EPI_ISL_827410,Europe / Iceland
EPI_ISL_827411,Europe / Iceland
EPI_ISL_827412,Europe / Iceland
EPI_ISL_827404,Europe / Iceland
EPI_ISL_830517,Europe / Iceland
EPI_ISL_827408,Europe / Iceland
EPI_ISL_827409,Europe / Iceland
EPI_ISL_625437,Scotland
EPI_ISL_827405,Europe / Iceland
EPI_ISL_830513,Europe / Iceland
EPI_ISL_586063,Wales
EPI_ISL_827036,Europe / Iceland
EPI_ISL_828030,Europe / Iceland
EPI_ISL_830518,Europe / Iceland
EPI_ISL_594741,Scotland
EPI_ISL_612818,Wales
EPI_ISL_586180,Wales
EPI_ISL_585772,Wales
EPI_ISL_680436,Northern Ireland
EPI_ISL_827407,Europe / Iceland
EPI_ISL_828178,Europe / Iceland
EPI_ISL_827752,Europe / Iceland
EPI_ISL_829369,Europe / Iceland
EPI_ISL_829282,Europe / Iceland
EPI_ISL_829283,Europe / Iceland
EPI_ISL_612643,Wales
EPI_ISL_651789,Scotland
EPI_ISL_829371,Europe / Iceland
EPI_ISL_651787,Scotland
EPI_ISL_651788,Scotland
EPI_ISL_651786,Scotland
EPI_ISL_827750,Europe / Iceland
EPI_ISL_827748,Europe / Iceland
EPI_ISL_651738,Scotland
EPI_ISL_651737,Scotland
EPI_ISL_594724,Scotland
EPI_ISL_594723,Scotland
EPI_ISL_612326,Scotland
EPI_ISL_680614,Wales
EPI_ISL_609306,Wales
EPI_ISL_609232,Wales
EPI_ISL_828713,Europe / Iceland
EPI_ISL_609304,Wales
EPI_ISL_609263,Wales
EPI_ISL_828725,Europe / Iceland
EPI_ISL_609256,Wales
EPI_ISL_828313,Europe / Iceland
EPI_ISL_609222,Wales
EPI_ISL_627880,Wales
EPI_ISL_585856,Wales
EPI_ISL_586926,Wales
EPI_ISL_680471,Scotland
EPI_ISL_585770,Wales
EPI_ISL_609281,Wales
EPI_ISL_585982,Wales
EPI_ISL_585860,Wales
EPI_ISL_585866,Wales
EPI_ISL_753863,Europe / Germany
EPI_ISL_609250,Wales
EPI_ISL_828623,Europe / Iceland
EPI_ISL_830180,Europe / Iceland
EPI_ISL_828628,Europe / Iceland
EPI_ISL_828029,Europe / Iceland
EPI_ISL_594679,Scotland
EPI_ISL_594677,Scotland
EPI_ISL_1751632,Europe / Germany
EPI_ISL_627549,Northern Ireland
EPI_ISL_594668,Scotland
EPI_ISL_594670,Scotland
EPI_ISL_594666,Scotland
EPI_ISL_609234,Wales
EPI_ISL_594731,Scotland
EPI_ISL_594735,Scotland
EPI_ISL_830181,Europe / Iceland
EPI_ISL_594689,Scotland
EPI_ISL_594701,Scotland
EPI_ISL_828853,Europe / Iceland
EPI_ISL_830179,Europe / Iceland
EPI_ISL_586099,Wales
EPI_ISL_828622,Europe / Iceland
EPI_ISL_680437,Northern Ireland
EPI_ISL_705761,Scotland
EPI_ISL_828312,Europe / Iceland
EPI_ISL_828629,Europe / Iceland
EPI_ISL_828858,Europe / Iceland
EPI_ISL_828624,Europe / Iceland
EPI_ISL_651785,Scotland
EPI_ISL_2751204,Scotland
EPI_ISL_2751203,Scotland
EPI_ISL_2751200,Scotland
EPI_ISL_2751197,Scotland
EPI_ISL_609215,Wales
EPI_ISL_609218,Wales
EPI_ISL_609211,Wales
EPI_ISL_628551,Scotland
EPI_ISL_628556,Scotland
EPI_ISL_609213,Wales
EPI_ISL_609212,Wales
EPI_ISL_826862,Europe / Iceland
EPI_ISL_651739,Scotland
EPI_ISL_828389,Europe / Iceland
EPI_ISL_612824,Wales
EPI_ISL_586134,Wales
EPI_ISL_654531,Europe / Spain
EPI_ISL_628399,Scotland
EPI_ISL_628339,Scotland
EPI_ISL_2886777,Europe / Slovenia
EPI_ISL_2886776,Europe / Slovenia
EPI_ISL_654565,Europe / Spain
EPI_ISL_828136,Europe / Iceland
EPI_ISL_974183,North America / Canada
EPI_ISL_828130,Europe / Iceland
EPI_ISL_828131,Europe / Iceland
EPI_ISL_2751196,Scotland
EPI_ISL_595974,Scotland
EPI_ISL_612819,Wales
EPI_ISL_595979,Scotland
EPI_ISL_828394,Europe / Iceland
EPI_ISL_7672372,Europe / Italy
EPI_ISL_829634,Europe / Iceland
EPI_ISL_595980,Scotland
EPI_ISL_612813,Wales
EPI_ISL_595976,Scotland
EPI_ISL_628400,Scotland
EPI_ISL_609487,Wales
EPI_ISL_829630,Europe / Iceland
EPI_ISL_829636,Europe / Iceland
EPI_ISL_654517,Europe / Spain
EPI_ISL_595977,Scotland
EPI_ISL_654529,Europe / Spain
EPI_ISL_828390,Europe / Iceland
EPI_ISL_828393,Europe / Iceland
EPI_ISL_595990,Scotland
EPI_ISL_595988,Scotland
EPI_ISL_654533,Europe / Spain
EPI_ISL_603542,Europe / Switzerland
EPI_ISL_603424,Europe / Switzerland
EPI_ISL_628397,Scotland
EPI_ISL_828387,Europe / Iceland
EPI_ISL_585905,Wales
EPI_ISL_892226,Wales
EPI_ISL_628398,Scotland
EPI_ISL_1312655,Europe / Latvia
EPI_ISL_760116,Asia / South Korea
EPI_ISL_680496,Scotland
EPI_ISL_603540,Europe / Switzerland
EPI_ISL_603428,Europe / Switzerland
EPI_ISL_603541,Europe / Switzerland
EPI_ISL_829389,Europe / Iceland
EPI_ISL_829121,Europe / Iceland
EPI_ISL_828135,Europe / Iceland
EPI_ISL_603527,Europe / Switzerland
EPI_ISL_603529,Europe / Switzerland
EPI_ISL_603525,Europe / Switzerland
EPI_ISL_603531,Europe / Switzerland
EPI_ISL_603537,Europe / Switzerland
EPI_ISL_603425,Europe / Switzerland
EPI_ISL_603426,Europe / Switzerland
EPI_ISL_603534,Europe / Switzerland
EPI_ISL_603427,Europe / Switzerland
EPI_ISL_632624,Europe / Netherlands
EPI_ISL_628346,Scotland
EPI_ISL_829082,Europe / Iceland
EPI_ISL_829083,Europe / Iceland
EPI_ISL_829093,Europe / Iceland
EPI_ISL_628565,Scotland
EPI_ISL_628569,Scotland
EPI_ISL_628566,Scotland
EPI_ISL_594832,Scotland
EPI_ISL_628341,Scotland
EPI_ISL_628335,Scotland
EPI_ISL_628334,Scotland
EPI_ISL_627544,Northern Ireland
EPI_ISL_628553,Scotland
EPI_ISL_628552,Scotland
EPI_ISL_628549,Scotland
EPI_ISL_829387,Europe / Iceland
EPI_ISL_628550,Scotland
EPI_ISL_628554,Scotland
EPI_ISL_628558,Scotland
EPI_ISL_628592,Scotland
EPI_ISL_1312644,Europe / Latvia
EPI_ISL_654244,Europe / Spain
EPI_ISL_654516,Europe / Spain
EPI_ISL_828128,Europe / Iceland
EPI_ISL_828848,Europe / Iceland
EPI_ISL_828388,Europe / Iceland
EPI_ISL_828392,Europe / Iceland
EPI_ISL_609216,Wales
EPI_ISL_603442,Europe / Switzerland
EPI_ISL_830859,Europe / Switzerland
EPI_ISL_829637,Europe / Iceland
EPI_ISL_829125,Europe / Iceland
EPI_ISL_628570,Wales
EPI_ISL_829633,Europe / Iceland
EPI_ISL_603432,Europe / Switzerland
EPI_ISL_603436,Europe / Switzerland
EPI_ISL_603433,Europe / Switzerland
EPI_ISL_603434,Europe / Switzerland
EPI_ISL_882739,Europe / Italy
EPI_ISL_829383,Europe / Iceland
EPI_ISL_768776,Republic of Ireland
EPI_ISL_829084,Europe / Iceland
EPI_ISL_829089,Europe / Iceland
EPI_ISL_3421783,Wales
EPI_ISL_830851,Europe / Switzerland
EPI_ISL_609208,Wales
EPI_ISL_830852,Europe / Switzerland
EPI_ISL_829639,Europe / Iceland
EPI_ISL_594703,Scotland
EPI_ISL_882760,Europe / Italy
EPI_ISL_1692739,Europe / Italy
EPI_ISL_829631,Europe / Iceland
EPI_ISL_829392,Europe / Iceland
EPI_ISL_829632,Europe / Iceland
EPI_ISL_829635,Europe / Iceland
EPI_ISL_829087,Europe / Iceland
EPI_ISL_830747,Europe / Switzerland
EPI_ISL_918125,Scotland
EPI_ISL_609207,Wales
EPI_ISL_671909,Republic of Ireland
EPI_ISL_671873,Republic of Ireland
EPI_ISL_671874,Republic of Ireland
EPI_ISL_671938,Republic of Ireland
EPI_ISL_671934,Republic of Ireland
EPI_ISL_756039,Europe / Finland
EPI_ISL_2751199,Scotland
EPI_ISL_9145918,Europe / Italy
EPI_ISL_654243,Europe / Spain
EPI_ISL_2751171,Scotland
EPI_ISL_2751172,Scotland
EPI_ISL_1260863,Europe / Italy
EPI_ISL_828651,Europe / Iceland
EPI_ISL_586071,Wales
EPI_ISL_2323072,Europe / Spain
EPI_ISL_586198,Wales
EPI_ISL_2323073,Europe / Spain
EPI_ISL_828878,Europe / Iceland
EPI_ISL_828849,Europe / Iceland
EPI_ISL_2751174,Scotland
EPI_ISL_2751175,Scotland
EPI_ISL_2751202,Scotland
EPI_ISL_2751201,Scotland
EPI_ISL_595992,Scotland
EPI_ISL_2751198,Scotland
EPI_ISL_2751186,Scotland
EPI_ISL_2751185,Scotland
EPI_ISL_2751184,Scotland
EPI_ISL_2751183,Scotland
EPI_ISL_2751181,Scotland
EPI_ISL_2751179,Scotland
EPI_ISL_2751178,Scotland
EPI_ISL_2751177,Scotland
EPI_ISL_3357898,Europe / France
EPI_ISL_2323074,Europe / Spain
EPI_ISL_828648,Europe / Iceland
EPI_ISL_829086,Europe / Iceland
EPI_ISL_671919,Republic of Ireland
EPI_ISL_671925,Republic of Ireland
EPI_ISL_671931,Republic of Ireland
EPI_ISL_654242,Europe / Spain
EPI_ISL_654241,Europe / Spain
EPI_ISL_829130,Europe / Iceland
EPI_ISL_829127,Europe / Iceland
EPI_ISL_671918,Republic of Ireland
EPI_ISL_671917,Republic of Ireland
EPI_ISL_671884,Republic of Ireland
EPI_ISL_671864,Republic of Ireland
EPI_ISL_671920,Republic of Ireland
EPI_ISL_671939,Republic of Ireland
EPI_ISL_654530,Europe / Spain
EPI_ISL_654525,Europe / Spain
EPI_ISL_671875,Republic of Ireland
EPI_ISL_627849,Wales
EPI_ISL_722270,Europe / Spain
EPI_ISL_680475,Scotland
EPI_ISL_680474,Scotland
EPI_ISL_612774,Wales
EPI_ISL_612755,Wales
EPI_ISL_612737,Wales
EPI_ISL_612756,Wales
EPI_ISL_596104,Scotland
EPI_ISL_680470,Scotland
EPI_ISL_585481,Scotland
EPI_ISL_595465,Wales
EPI_ISL_596011,Scotland
EPI_ISL_595446,Wales
EPI_ISL_595557,Wales
EPI_ISL_595502,Wales
EPI_ISL_596106,Scotland
EPI_ISL_595997,Scotland
EPI_ISL_7671753,Europe / Italy
EPI_ISL_595998,Scotland
EPI_ISL_595996,Scotland
EPI_ISL_680472,Scotland
EPI_ISL_654285,Europe / Spain
EPI_ISL_827335,Europe / Iceland
EPI_ISL_612838,Wales
EPI_ISL_654286,Europe / Spain
EPI_ISL_612862,Wales
EPI_ISL_827334,Europe / Iceland
EPI_ISL_612727,Wales
EPI_ISL_627546,Northern Ireland
EPI_ISL_612687,Wales
EPI_ISL_612657,Wales
EPI_ISL_612881,Wales
EPI_ISL_612671,Wales
EPI_ISL_612799,Wales
EPI_ISL_612628,Wales
EPI_ISL_596099,Scotland
EPI_ISL_612658,Wales
EPI_ISL_612788,Wales
EPI_ISL_612747,Wales
EPI_ISL_612609,Wales
EPI_ISL_612627,Wales
EPI_ISL_612668,Wales
EPI_ISL_627298,Scotland
EPI_ISL_612726,Wales
EPI_ISL_612786,Wales
EPI_ISL_612839,Wales
EPI_ISL_612644,Wales
EPI_ISL_735076,Europe / Belgium
EPI_ISL_595588,Wales
EPI_ISL_3800832,Europe / Italy
EPI_ISL_586038,Wales
EPI_ISL_582018,Oceania / New Zealand
EPI_ISL_625442,Wales
EPI_ISL_586044,Wales
EPI_ISL_1312650,Europe / Latvia
EPI_ISL_585909,Wales
EPI_ISL_585484,Scotland
EPI_ISL_1229146,Europe / Italy
EPI_ISL_586161,Wales
EPI_ISL_888730,Europe / Belgium
EPI_ISL_586061,Wales
EPI_ISL_586175,Wales
EPI_ISL_586069,Wales
EPI_ISL_586173,Wales
EPI_ISL_586186,Wales
EPI_ISL_586234,Wales
EPI_ISL_586239,Wales
EPI_ISL_595329,Wales
EPI_ISL_826801,Europe / Iceland
EPI_ISL_735077,Europe / Belgium
EPI_ISL_595596,Wales
EPI_ISL_586224,Wales
EPI_ISL_586026,Wales
EPI_ISL_680476,Scotland
EPI_ISL_680473,Scotland
EPI_ISL_585776,Wales
EPI_ISL_828840,Europe / Iceland
EPI_ISL_828396,Europe / Iceland
EPI_ISL_828650,Europe / Iceland
EPI_ISL_625443,Wales
EPI_ISL_829386,Europe / Iceland
EPI_ISL_586014,Wales
EPI_ISL_680495,Scotland
EPI_ISL_735078,Europe / Belgium
EPI_ISL_597794,Wales
EPI_ISL_596101,Scotland
EPI_ISL_828649,Europe / Iceland
EPI_ISL_828647,Europe / Iceland
EPI_ISL_828883,Europe / Iceland
EPI_ISL_828834,Europe / Iceland
EPI_ISL_828874,Europe / Iceland
EPI_ISL_596100,Scotland
EPI_ISL_828837,Europe / Iceland
EPI_ISL_828835,Europe / Iceland
EPI_ISL_828880,Europe / Iceland
EPI_ISL_828875,Europe / Iceland
EPI_ISL_828839,Europe / Iceland
EPI_ISL_828877,Europe / Iceland
EPI_ISL_828841,Europe / Iceland
EPI_ISL_586144,Wales
EPI_ISL_628589,Scotland
EPI_ISL_586138,Wales
EPI_ISL_638936,Scotland
EPI_ISL_628476,Scotland
EPI_ISL_586216,Wales
EPI_ISL_827928,Europe / Iceland
EPI_ISL_3731010,Europe / Italy
EPI_ISL_1110270,Europe / Spain
EPI_ISL_595352,Wales
EPI_ISL_3731009,Europe / Italy
EPI_ISL_1110271,Europe / Spain
EPI_ISL_586218,Wales
EPI_ISL_628442,Scotland
EPI_ISL_612901,Wales
EPI_ISL_586129,Wales
EPI_ISL_586219,Wales
EPI_ISL_1110260,Europe / Spain
EPI_ISL_1272498,Europe / Spain
EPI_ISL_628441,Scotland
EPI_ISL_628468,Scotland
EPI_ISL_628470,Scotland
EPI_ISL_628477,Scotland
EPI_ISL_628475,Scotland
EPI_ISL_636538,Europe / Netherlands
EPI_ISL_1272497,Europe / Spain
EPI_ISL_628443,Scotland
EPI_ISL_830166,Europe / Iceland
EPI_ISL_628479,Scotland
EPI_ISL_586183,Wales
EPI_ISL_830171,Europe / Iceland
EPI_ISL_830170,Europe / Iceland
EPI_ISL_628472,Scotland
EPI_ISL_628466,Scotland
EPI_ISL_628465,Scotland
EPI_ISL_638941,Scotland
EPI_ISL_830172,Europe / Iceland
EPI_ISL_628473,Scotland
EPI_ISL_628444,Scotland
EPI_ISL_830547,Europe / Iceland
EPI_ISL_595152,Wales
EPI_ISL_586117,Wales
EPI_ISL_3731005,Europe / Italy
EPI_ISL_628512,Scotland
EPI_ISL_830534,Europe / Iceland
EPI_ISL_829015,Europe / Iceland
EPI_ISL_612814,Wales
EPI_ISL_586177,Wales
EPI_ISL_586179,Wales
EPI_ISL_1110268,Europe / Spain
EPI_ISL_1272499,Europe / Spain
EPI_ISL_612826,Wales
EPI_ISL_586184,Wales
EPI_ISL_628502,Scotland
EPI_ISL_628508,Scotland
EPI_ISL_628495,Scotland
EPI_ISL_628496,Scotland
EPI_ISL_628494,Scotland
EPI_ISL_628499,Scotland
EPI_ISL_628497,Scotland
EPI_ISL_628480,Scotland
EPI_ISL_628486,Scotland
EPI_ISL_609181,Scotland
EPI_ISL_586192,Wales
EPI_ISL_586058,Wales
EPI_ISL_1110273,Europe / Spain
EPI_ISL_827094,Europe / Iceland
EPI_ISL_596005,Scotland
EPI_ISL_595951,Scotland
EPI_ISL_828604,Europe / Iceland
EPI_ISL_596008,Scotland
EPI_ISL_595967,Scotland
EPI_ISL_596004,Scotland
EPI_ISL_595965,Scotland
EPI_ISL_595489,Wales
EPI_ISL_2323077,Europe / Spain
EPI_ISL_2323081,Europe / Spain
EPI_ISL_627533,Northern Ireland
EPI_ISL_595971,Scotland
EPI_ISL_595488,Wales
EPI_ISL_1110253,Europe / Spain
EPI_ISL_586047,Wales
EPI_ISL_595434,Wales
EPI_ISL_596000,Scotland
EPI_ISL_596035,Scotland
EPI_ISL_654246,Europe / Spain
EPI_ISL_596033,Scotland
EPI_ISL_596045,Scotland
EPI_ISL_595609,Wales
EPI_ISL_595957,Scotland
EPI_ISL_628478,Scotland
EPI_ISL_628474,Scotland
EPI_ISL_828606,Europe / Iceland
EPI_ISL_596001,Scotland
EPI_ISL_1110261,Europe / Spain
EPI_ISL_828608,Europe / Iceland
EPI_ISL_595330,Wales
EPI_ISL_828002,Europe / Iceland
EPI_ISL_828005,Europe / Iceland
EPI_ISL_828004,Europe / Iceland
EPI_ISL_828007,Europe / Iceland
EPI_ISL_827966,Europe / Iceland
EPI_ISL_586222,Wales
EPI_ISL_595374,Wales
EPI_ISL_1110255,Europe / Spain
EPI_ISL_1110257,Europe / Spain
EPI_ISL_1110256,Europe / Spain
EPI_ISL_888709,Europe / Belgium
EPI_ISL_1110269,Europe / Spain
EPI_ISL_827995,Europe / Iceland
EPI_ISL_1110263,Europe / Spain
EPI_ISL_1110274,Europe / Spain
EPI_ISL_1110265,Europe / Spain
EPI_ISL_595340,Wales
EPI_ISL_827193,Europe / Iceland
EPI_ISL_1110251,Europe / Spain
EPI_ISL_735094,Europe / Belgium
EPI_ISL_735084,Europe / Belgium
EPI_ISL_1014760,Europe / Spain
EPI_ISL_1014726,Europe / Spain
EPI_ISL_625423,Scotland
EPI_ISL_1110258,Europe / Spain
EPI_ISL_625421,Scotland
EPI_ISL_625426,Scotland
EPI_ISL_2323079,Europe / Spain
EPI_ISL_2323078,Europe / Spain
EPI_ISL_828887,Europe / Iceland
EPI_ISL_1110266,Europe / Spain
EPI_ISL_1110252,Europe / Spain
EPI_ISL_735082,Europe / Belgium
EPI_ISL_595393,Wales
EPI_ISL_735086,Europe / Belgium
EPI_ISL_1110239,Europe / Spain
EPI_ISL_828612,Europe / Iceland
EPI_ISL_628469,Scotland
EPI_ISL_628467,Scotland
EPI_ISL_828891,Europe / Iceland
EPI_ISL_829616,Europe / Iceland
EPI_ISL_582022,Oceania / New Zealand
EPI_ISL_829611,Europe / Iceland
EPI_ISL_829613,Europe / Iceland
EPI_ISL_827048,Europe / Iceland
EPI_ISL_829339,Europe / Iceland
EPI_ISL_829610,Europe / Iceland
EPI_ISL_829605,Europe / Iceland
EPI_ISL_1014727,Europe / Spain
EPI_ISL_1014728,Europe / Spain
EPI_ISL_1014725,Europe / Spain
EPI_ISL_828613,Europe / Iceland
EPI_ISL_595969,Scotland
EPI_ISL_595935,Scotland
EPI_ISL_603576,Europe / Switzerland
EPI_ISL_603451,Europe / Switzerland
EPI_ISL_603445,Europe / Switzerland
EPI_ISL_603564,Europe / Switzerland
EPI_ISL_603466,Europe / Switzerland
EPI_ISL_603575,Europe / Switzerland
EPI_ISL_603562,Europe / Switzerland
EPI_ISL_603450,Europe / Switzerland
EPI_ISL_603552,Europe / Switzerland
EPI_ISL_603572,Europe / Switzerland
EPI_ISL_603571,Europe / Switzerland
EPI_ISL_827331,Europe / Iceland
EPI_ISL_603558,Europe / Switzerland
EPI_ISL_628500,Scotland
EPI_ISL_612339,Scotland
EPI_ISL_768777,Republic of Ireland
EPI_ISL_595930,Scotland
EPI_ISL_828276,Europe / Iceland
EPI_ISL_603589,Europe / Switzerland
EPI_ISL_603448,Europe / Switzerland
EPI_ISL_586196,Wales
EPI_ISL_582023,Oceania / New Zealand
EPI_ISL_603479,Europe / Switzerland
EPI_ISL_603488,Europe / Switzerland
EPI_ISL_595940,Scotland
EPI_ISL_603449,Europe / Switzerland
EPI_ISL_603598,Europe / Switzerland
EPI_ISL_595931,Scotland
EPI_ISL_596002,Scotland
EPI_ISL_603580,Europe / Switzerland
EPI_ISL_1751635,Europe / Germany
EPI_ISL_718237,Europe / France
EPI_ISL_596003,Scotland
EPI_ISL_1048332,Europe / Germany
EPI_ISL_828815,Europe / Iceland
EPI_ISL_828275,Europe / Iceland
EPI_ISL_627306,Wales
EPI_ISL_828281,Europe / Iceland
EPI_ISL_1110249,Europe / Spain
EPI_ISL_1110248,Europe / Spain
EPI_ISL_1110259,Europe / Spain
EPI_ISL_1110254,Europe / Spain
EPI_ISL_1110264,Europe / Spain
EPI_ISL_1110272,Europe / Spain
EPI_ISL_830864,Europe / Switzerland
EPI_ISL_1312627,Europe / Latvia
EPI_ISL_2323082,Europe / Spain
EPI_ISL_3800833,Europe / Italy
EPI_ISL_586050,Wales
EPI_ISL_595960,Scotland
EPI_ISL_828816,Europe / Iceland
EPI_ISL_888738,Europe / Belgium
EPI_ISL_603454,Europe / Switzerland
EPI_ISL_595946,Scotland
EPI_ISL_753816,Europe / Germany
EPI_ISL_595948,Scotland
EPI_ISL_753782,Europe / Germany
EPI_ISL_826846,Europe / Iceland
EPI_ISL_2323086,Europe / Spain
EPI_ISL_2323080,Europe / Spain
EPI_ISL_603493,Europe / Switzerland
EPI_ISL_603491,Europe / Switzerland
EPI_ISL_603486,Europe / Switzerland
EPI_ISL_603480,Europe / Switzerland
EPI_ISL_594745,Scotland
EPI_ISL_2323085,Europe / Spain
EPI_ISL_2323083,Europe / Spain
EPI_ISL_603471,Europe / Switzerland
EPI_ISL_603492,Europe / Switzerland
EPI_ISL_603596,Europe / Switzerland
EPI_ISL_2323087,Europe / Spain
EPI_ISL_603474,Europe / Switzerland
EPI_ISL_603494,Europe / Switzerland
EPI_ISL_705763,Scotland
EPI_ISL_603489,Europe / Switzerland
EPI_ISL_612817,Wales
EPI_ISL_888733,Europe / Belgium
EPI_ISL_632673,Europe / Netherlands
EPI_ISL_3731007,Europe / Italy
EPI_ISL_3731006,Europe / Italy
EPI_ISL_609172,Scotland
EPI_ISL_3731008,Europe / Italy
EPI_ISL_627535,Northern Ireland
EPI_ISL_627540,Northern Ireland
EPI_ISL_632628,Europe / Netherlands
EPI_ISL_632629,Europe / Netherlands
EPI_ISL_627538,Northern Ireland
EPI_ISL_625424,Scotland
EPI_ISL_632703,Europe / Netherlands
EPI_ISL_632702,Europe / Netherlands
EPI_ISL_595947,Scotland
EPI_ISL_625416,Scotland
EPI_ISL_628471,Scotland
EPI_ISL_2323084,Europe / Spain
EPI_ISL_609201,Wales
EPI_ISL_586098,Wales
EPI_ISL_603477,Europe / Switzerland
EPI_ISL_603496,Europe / Switzerland
EPI_ISL_603478,Europe / Switzerland
EPI_ISL_609180,Wales
EPI_ISL_595945,Scotland
EPI_ISL_828282,Europe / Iceland
EPI_ISL_1110267,Europe / Spain
EPI_ISL_603465,Europe / Switzerland
EPI_ISL_603512,Europe / Switzerland
EPI_ISL_603588,Europe / Switzerland
EPI_ISL_1110262,Europe / Spain
EPI_ISL_603587,Europe / Switzerland
EPI_ISL_1110250,Europe / Spain
EPI_ISL_603453,Europe / Switzerland
EPI_ISL_603464,Europe / Switzerland
EPI_ISL_603574,Europe / Switzerland
EPI_ISL_603463,Europe / Switzerland
EPI_ISL_612340,Scotland
EPI_ISL_603582,Europe / Switzerland
EPI_ISL_595943,Scotland
EPI_ISL_603468,Europe / Switzerland
EPI_ISL_603507,Europe / Switzerland
EPI_ISL_753783,Europe / Germany
EPI_ISL_603476,Europe / Switzerland
EPI_ISL_603497,Europe / Switzerland
EPI_ISL_603595,Europe / Switzerland
EPI_ISL_603483,Europe / Switzerland
EPI_ISL_603592,Europe / Switzerland
EPI_ISL_603473,Europe / Switzerland
EPI_ISL_753908,Europe / Germany
EPI_ISL_586084,Wales
EPI_ISL_612830,Wales
EPI_ISL_594833,Scotland
EPI_ISL_603547,Europe / Switzerland
EPI_ISL_827196,Europe / Iceland
EPI_ISL_830173,Europe / Iceland
EPI_ISL_827077,Europe / Iceland
EPI_ISL_828611,Europe / Iceland
EPI_ISL_603519,Europe / Switzerland
EPI_ISL_603548,Europe / Switzerland
EPI_ISL_628517,Scotland
EPI_ISL_828773,Europe / Iceland
EPI_ISL_826831,Europe / Iceland
EPI_ISL_612967,Wales
EPI_ISL_628507,Scotland
EPI_ISL_628513,Scotland
EPI_ISL_826835,Europe / Iceland
EPI_ISL_827092,Europe / Iceland
EPI_ISL_596039,Scotland
EPI_ISL_612851,Wales
EPI_ISL_644539,Europe / France
EPI_ISL_654287,Europe / Spain
EPI_ISL_2886789,Europe / Slovenia
EPI_ISL_612920,Wales
EPI_ISL_628515,Scotland
EPI_ISL_596038,Scotland
EPI_ISL_654288,Europe / Spain
EPI_ISL_612642,Wales
EPI_ISL_3055082,Europe / France
EPI_ISL_829615,Europe / Iceland
EPI_ISL_829614,Europe / Iceland
EPI_ISL_827095,Europe / Iceland
EPI_ISL_9145904,Europe / Italy
EPI_ISL_828814,Europe / Iceland
EPI_ISL_596047,Scotland
EPI_ISL_3426616,Europe / Netherlands
EPI_ISL_3426618,Europe / Netherlands
EPI_ISL_1164670,Europe / Cyprus
EPI_ISL_827103,Europe / Iceland
EPI_ISL_596007,Scotland
EPI_ISL_828277,Europe / Iceland
EPI_ISL_7672327,Europe / Italy
EPI_ISL_7671944,Europe / Italy
EPI_ISL_612985,Wales
EPI_ISL_3055084,Europe / France
EPI_ISL_596009,Scotland
EPI_ISL_628493,Scotland
EPI_ISL_612711,Wales
EPI_ISL_628491,Scotland
EPI_ISL_628511,Scotland
EPI_ISL_628516,Scotland
EPI_ISL_654566,Europe / Spain
EPI_ISL_595941,Scotland
EPI_ISL_612797,Wales
EPI_ISL_612678,Wales
EPI_ISL_612751,Wales
EPI_ISL_654247,Europe / Spain
EPI_ISL_627735,Wales
EPI_ISL_827706,Europe / Iceland
EPI_ISL_625418,Scotland
EPI_ISL_827705,Europe / Iceland
EPI_ISL_829336,Europe / Iceland
EPI_ISL_827708,Europe / Iceland
EPI_ISL_827707,Europe / Iceland
EPI_ISL_609171,Scotland
EPI_ISL_638942,Scotland
EPI_ISL_596041,Scotland
EPI_ISL_638943,Scotland
EPI_ISL_612706,Wales
EPI_ISL_829338,Europe / Iceland
EPI_ISL_595150,Wales
EPI_ISL_828886,Europe / Iceland
EPI_ISL_595926,Scotland
EPI_ISL_628504,Scotland
EPI_ISL_612870,Wales
EPI_ISL_628514,Scotland
EPI_ISL_612739,Wales
EPI_ISL_612850,Wales
EPI_ISL_628492,Scotland
EPI_ISL_612828,Wales
