strain,country
EPI_ISL_600886,Scotland
EPI_ISL_600791,Scotland
EPI_ISL_580711,Wales
EPI_ISL_600773,Scotland
EPI_ISL_589259,Wales
EPI_ISL_580773,Wales
EPI_ISL_580707,Wales
EPI_ISL_580830,Wales
EPI_ISL_588770,Wales
EPI_ISL_588905,Wales
EPI_ISL_589196,Wales
EPI_ISL_577448,Wales
EPI_ISL_577421,Wales
EPI_ISL_577426,Wales
EPI_ISL_585455,Scotland
EPI_ISL_830087,Europe / Iceland
EPI_ISL_577418,Wales
EPI_ISL_574256,Wales
EPI_ISL_574199,Wales
EPI_ISL_595572,Wales
EPI_ISL_595417,Wales
EPI_ISL_595564,Wales
EPI_ISL_830092,Europe / Iceland
EPI_ISL_830090,Europe / Iceland
EPI_ISL_595532,Wales
EPI_ISL_830091,Europe / Iceland
EPI_ISL_595580,Wales
EPI_ISL_577423,Wales
EPI_ISL_577451,Wales
EPI_ISL_830184,Europe / Iceland
EPI_ISL_577447,Wales
EPI_ISL_595527,Wales
EPI_ISL_574036,Wales
EPI_ISL_1855073,Europe / Italy
EPI_ISL_574179,Wales
EPI_ISL_574201,Wales
EPI_ISL_595497,Wales
EPI_ISL_829010,Europe / Iceland
EPI_ISL_830448,Europe / Iceland
EPI_ISL_830450,Europe / Iceland
EPI_ISL_830368,Europe / Iceland
EPI_ISL_577442,Wales
EPI_ISL_830108,Europe / Iceland
EPI_ISL_1855082,Europe / Italy
EPI_ISL_595495,Wales
EPI_ISL_595381,Wales
EPI_ISL_588909,Wales
EPI_ISL_577463,Wales
EPI_ISL_577469,Wales
EPI_ISL_577458,Wales
EPI_ISL_595556,Wales
EPI_ISL_577459,Wales
EPI_ISL_577494,Wales
EPI_ISL_595562,Wales
EPI_ISL_2099977,Europe / Spain
EPI_ISL_2099971,Europe / Spain
EPI_ISL_2099991,Europe / Spain
EPI_ISL_574208,Wales
EPI_ISL_574241,Wales
EPI_ISL_577472,Wales
EPI_ISL_577444,Wales
EPI_ISL_595397,Wales
EPI_ISL_595388,Wales
EPI_ISL_600797,Scotland
EPI_ISL_595402,Wales
EPI_ISL_830107,Europe / Iceland
EPI_ISL_680235,Northern Ireland
EPI_ISL_680232,Northern Ireland
EPI_ISL_600696,Scotland
EPI_ISL_585977,Wales
EPI_ISL_680233,Northern Ireland
EPI_ISL_577501,Wales
EPI_ISL_577434,Wales
EPI_ISL_680231,Northern Ireland
EPI_ISL_577424,Wales
EPI_ISL_577452,Wales
EPI_ISL_577450,Wales
EPI_ISL_577540,Wales
EPI_ISL_595677,Wales
EPI_ISL_1855081,Europe / Italy
EPI_ISL_594920,Wales
EPI_ISL_603340,Europe / Switzerland
EPI_ISL_603336,Europe / Switzerland
EPI_ISL_603334,Europe / Switzerland
EPI_ISL_603333,Europe / Switzerland
EPI_ISL_791316,Republic of Ireland
EPI_ISL_2271205,Europe / Spain
EPI_ISL_828564,Europe / Iceland
EPI_ISL_603342,Europe / Switzerland
EPI_ISL_2271209,Europe / Spain
EPI_ISL_2271212,Europe / Spain
EPI_ISL_959955,Europe / Germany
EPI_ISL_2271215,Europe / Spain
EPI_ISL_829011,Europe / Iceland
EPI_ISL_2271210,Europe / Spain
EPI_ISL_2271216,Europe / Spain
EPI_ISL_603343,Europe / Switzerland
EPI_ISL_2869828,Europe / Germany
EPI_ISL_2271204,Europe / Spain
EPI_ISL_2271203,Europe / Spain
EPI_ISL_2271214,Europe / Spain
EPI_ISL_2271198,Europe / Spain
EPI_ISL_595766,Scotland
EPI_ISL_600793,Scotland
EPI_ISL_2271197,Europe / Spain
EPI_ISL_574112,Wales
EPI_ISL_2271196,Europe / Spain
EPI_ISL_600812,Scotland
EPI_ISL_600817,Scotland
EPI_ISL_594919,Wales
EPI_ISL_595679,Wales
EPI_ISL_827915,Europe / Iceland
EPI_ISL_827919,Europe / Iceland
EPI_ISL_827918,Europe / Iceland
EPI_ISL_600837,Scotland
EPI_ISL_722829,Europe / Netherlands
EPI_ISL_829837,Europe / Iceland
EPI_ISL_829831,Europe / Iceland
EPI_ISL_829834,Europe / Iceland
EPI_ISL_829832,Europe / Iceland
EPI_ISL_2100059,Europe / Spain
EPI_ISL_828287,Europe / Iceland
EPI_ISL_829836,Europe / Iceland
EPI_ISL_829292,Europe / Iceland
EPI_ISL_577542,Wales
EPI_ISL_577527,Wales
EPI_ISL_577523,Wales
EPI_ISL_574094,Wales
EPI_ISL_829290,Europe / Iceland
EPI_ISL_829916,Europe / Iceland
EPI_ISL_574206,Wales
EPI_ISL_828591,Europe / Iceland
EPI_ISL_600649,Scotland
EPI_ISL_827917,Europe / Iceland
EPI_ISL_612291,Scotland
EPI_ISL_595607,Wales
EPI_ISL_577835,Europe / Netherlands
EPI_ISL_577834,Europe / Netherlands
EPI_ISL_644516,Europe / France
EPI_ISL_632390,Europe / Netherlands
EPI_ISL_577509,Wales
EPI_ISL_577454,Wales
EPI_ISL_577445,Wales
EPI_ISL_632506,Europe / Netherlands
EPI_ISL_828559,Europe / Iceland
EPI_ISL_574121,Wales
EPI_ISL_600768,Scotland
EPI_ISL_1120933,Europe / Spain
EPI_ISL_600929,Wales
EPI_ISL_2271213,Europe / Spain
EPI_ISL_2271193,Europe / Spain
EPI_ISL_600820,Scotland
EPI_ISL_600807,Scotland
EPI_ISL_600925,Wales
EPI_ISL_600928,Wales
EPI_ISL_2271195,Europe / Spain
EPI_ISL_2271200,Europe / Spain
EPI_ISL_827916,Europe / Iceland
EPI_ISL_1195570,Europe / Spain
EPI_ISL_600682,Scotland
EPI_ISL_2100051,Europe / Spain
EPI_ISL_2100043,Europe / Spain
EPI_ISL_2017528,Europe / Spain
EPI_ISL_2100038,Europe / Spain
EPI_ISL_2099990,Europe / Spain
EPI_ISL_2100005,Europe / Spain
EPI_ISL_830106,Europe / Iceland
EPI_ISL_600897,Wales
EPI_ISL_2100019,Europe / Spain
EPI_ISL_2100048,Europe / Spain
EPI_ISL_2100042,Europe / Spain
EPI_ISL_827914,Europe / Iceland
EPI_ISL_585452,Scotland
EPI_ISL_1195568,Europe / Spain
EPI_ISL_600805,Scotland
EPI_ISL_768773,Republic of Ireland
EPI_ISL_2100032,Europe / Spain
EPI_ISL_589766,Wales
EPI_ISL_2099994,Europe / Spain
EPI_ISL_600697,Scotland
EPI_ISL_753884,Europe / Germany
EPI_ISL_654283,Europe / Spain
EPI_ISL_2100015,Europe / Spain
EPI_ISL_577529,Wales
EPI_ISL_577521,Wales
EPI_ISL_2100004,Europe / Spain
EPI_ISL_2100060,Europe / Spain
EPI_ISL_648141,Europe / Sweden
EPI_ISL_600873,Scotland
EPI_ISL_589681,Wales
EPI_ISL_577515,Wales
EPI_ISL_2100049,Europe / Spain
EPI_ISL_574030,Wales
EPI_ISL_2100020,Europe / Spain
EPI_ISL_613061,Wales
EPI_ISL_2100055,Europe / Spain
EPI_ISL_830089,Europe / Iceland
EPI_ISL_574171,Wales
EPI_ISL_574187,Wales
EPI_ISL_574249,Wales
EPI_ISL_574253,Wales
EPI_ISL_589577,Wales
EPI_ISL_589647,Wales
EPI_ISL_680275,Northern Ireland
EPI_ISL_574234,Wales
EPI_ISL_574032,Wales
EPI_ISL_2099970,Europe / Spain
EPI_ISL_574183,Wales
EPI_ISL_574061,Wales
EPI_ISL_603353,Europe / Switzerland
EPI_ISL_574087,Wales
EPI_ISL_613149,Wales
EPI_ISL_589668,Wales
EPI_ISL_574054,Wales
EPI_ISL_574055,Wales
EPI_ISL_574064,Wales
EPI_ISL_2271224,Europe / Spain
EPI_ISL_829293,Europe / Iceland
EPI_ISL_2271380,Europe / Spain
EPI_ISL_2271381,Europe / Spain
EPI_ISL_2271382,Europe / Spain
EPI_ISL_2271233,Europe / Spain
EPI_ISL_2271225,Europe / Spain
EPI_ISL_2271379,Europe / Spain
EPI_ISL_796038,Europe / Germany
EPI_ISL_827614,Europe / Iceland
EPI_ISL_2271218,Europe / Spain
EPI_ISL_2271217,Europe / Spain
EPI_ISL_828939,Europe / Iceland
EPI_ISL_2271231,Europe / Spain
EPI_ISL_2271199,Europe / Spain
EPI_ISL_2271234,Europe / Spain
EPI_ISL_2271232,Europe / Spain
EPI_ISL_2271222,Europe / Spain
EPI_ISL_2271194,Europe / Spain
EPI_ISL_827110,Europe / Iceland
EPI_ISL_2100022,Europe / Spain
EPI_ISL_827617,Europe / Iceland
EPI_ISL_2100057,Europe / Spain
EPI_ISL_2099996,Europe / Spain
EPI_ISL_2100013,Europe / Spain
EPI_ISL_2100016,Europe / Spain
EPI_ISL_2100007,Europe / Spain
EPI_ISL_600798,Wales
EPI_ISL_2100018,Europe / Spain
EPI_ISL_827619,Europe / Iceland
EPI_ISL_2099973,Europe / Spain
EPI_ISL_2100030,Europe / Spain
EPI_ISL_2100035,Europe / Spain
EPI_ISL_2100034,Europe / Spain
EPI_ISL_680260,Northern Ireland
EPI_ISL_2271219,Europe / Spain
EPI_ISL_2271239,Europe / Spain
EPI_ISL_827883,Europe / Iceland
EPI_ISL_827069,Europe / Iceland
EPI_ISL_827611,Europe / Iceland
EPI_ISL_680239,Northern Ireland
EPI_ISL_827615,Europe / Iceland
EPI_ISL_2100009,Europe / Spain
EPI_ISL_2099982,Europe / Spain
EPI_ISL_595382,Wales
EPI_ISL_827616,Europe / Iceland
EPI_ISL_827612,Europe / Iceland
EPI_ISL_827610,Europe / Iceland
EPI_ISL_827618,Europe / Iceland
EPI_ISL_732517,Republic of Ireland
EPI_ISL_827613,Europe / Iceland
EPI_ISL_2100014,Europe / Spain
EPI_ISL_718230,Europe / France
EPI_ISL_2100000,Europe / Spain
EPI_ISL_2099975,Europe / Spain
EPI_ISL_2099969,Europe / Spain
EPI_ISL_2099984,Europe / Spain
EPI_ISL_2099968,Europe / Spain
EPI_ISL_1195569,Europe / Spain
EPI_ISL_595758,Wales
EPI_ISL_1195577,Europe / Spain
EPI_ISL_829469,Europe / Iceland
EPI_ISL_829291,Europe / Iceland
EPI_ISL_2464635,Europe / Spain
EPI_ISL_1855084,Europe / Italy
EPI_ISL_2464642,Europe / Spain
EPI_ISL_2644421,Europe / Slovenia
EPI_ISL_2464644,Europe / Spain
EPI_ISL_2100029,Europe / Spain
EPI_ISL_1195567,Europe / Spain
EPI_ISL_2271237,Europe / Spain
EPI_ISL_577475,Wales
EPI_ISL_577476,Wales
EPI_ISL_577438,Wales
EPI_ISL_577497,Wales
EPI_ISL_574090,Wales
EPI_ISL_574222,Wales
EPI_ISL_574213,Wales
EPI_ISL_574146,Wales
EPI_ISL_574151,Wales
EPI_ISL_574150,Wales
EPI_ISL_574108,Wales
EPI_ISL_600893,Scotland
EPI_ISL_595498,Wales
EPI_ISL_2017564,Europe / Spain
EPI_ISL_577522,Wales
EPI_ISL_612288,Scotland
EPI_ISL_613003,Wales
EPI_ISL_574129,Wales
EPI_ISL_627899,Wales
EPI_ISL_577481,Wales
EPI_ISL_574125,Wales
EPI_ISL_2100037,Europe / Spain
EPI_ISL_574050,Wales
EPI_ISL_595500,Wales
EPI_ISL_574143,Wales
EPI_ISL_574118,Wales
EPI_ISL_574211,Wales
EPI_ISL_595501,Wales
EPI_ISL_577462,Wales
EPI_ISL_577436,Wales
EPI_ISL_577443,Wales
EPI_ISL_574155,Wales
EPI_ISL_577425,Wales
EPI_ISL_577503,Wales
EPI_ISL_574185,Wales
EPI_ISL_574190,Wales
EPI_ISL_595404,Wales
EPI_ISL_595408,Wales
EPI_ISL_2271229,Europe / Spain
EPI_ISL_574039,Wales
EPI_ISL_574018,Wales
EPI_ISL_595591,Wales
EPI_ISL_595592,Wales
EPI_ISL_595430,Wales
EPI_ISL_595444,Wales
EPI_ISL_595571,Wales
EPI_ISL_595559,Wales
EPI_ISL_574062,Wales
EPI_ISL_632553,Europe / Netherlands
EPI_ISL_627730,Wales
EPI_ISL_574246,Wales
EPI_ISL_595612,Wales
EPI_ISL_595520,Wales
EPI_ISL_585454,Scotland
EPI_ISL_959950,Europe / Germany
EPI_ISL_585456,Scotland
EPI_ISL_577505,Wales
EPI_ISL_585453,Scotland
EPI_ISL_632530,Europe / Netherlands
EPI_ISL_2099999,Europe / Spain
EPI_ISL_2271221,Europe / Spain
EPI_ISL_753787,Europe / Germany
EPI_ISL_753885,Europe / Germany
EPI_ISL_2271226,Europe / Spain
EPI_ISL_574067,Wales
EPI_ISL_827354,Europe / Iceland
EPI_ISL_829472,Europe / Iceland
EPI_ISL_829474,Europe / Iceland
EPI_ISL_829239,Europe / Iceland
EPI_ISL_827126,Europe / Iceland
EPI_ISL_615119,Europe / Sweden
EPI_ISL_828976,Europe / Iceland
EPI_ISL_828970,Europe / Iceland
EPI_ISL_828943,Europe / Iceland
EPI_ISL_577534,Wales
EPI_ISL_574102,Wales
EPI_ISL_959942,Europe / Germany
EPI_ISL_959948,Europe / Germany
EPI_ISL_612289,Scotland
EPI_ISL_612298,Scotland
EPI_ISL_612294,Scotland
EPI_ISL_2099967,Europe / Spain
EPI_ISL_595565,Wales
EPI_ISL_973872,North America / Canada
EPI_ISL_577528,Wales
EPI_ISL_577492,Wales
EPI_ISL_600668,Scotland
EPI_ISL_595657,Scotland
EPI_ISL_595424,Wales
EPI_ISL_577508,Wales
EPI_ISL_578074,Europe / Netherlands
EPI_ISL_632493,Europe / Netherlands
EPI_ISL_632502,Europe / Netherlands
EPI_ISL_827142,Europe / Iceland
EPI_ISL_827076,Europe / Iceland
EPI_ISL_828942,Europe / Iceland
EPI_ISL_828977,Europe / Iceland
EPI_ISL_600838,Scotland
EPI_ISL_600855,Wales
EPI_ISL_600681,Scotland
EPI_ISL_829475,Europe / Iceland
EPI_ISL_595722,Scotland
EPI_ISL_600634,Scotland
EPI_ISL_828064,Europe / Iceland
EPI_ISL_600846,Scotland
EPI_ISL_2271228,Europe / Spain
EPI_ISL_828323,Europe / Iceland
EPI_ISL_600734,Scotland
EPI_ISL_829473,Europe / Iceland
EPI_ISL_600712,Scotland
EPI_ISL_680241,Northern Ireland
EPI_ISL_828070,Europe / Iceland
EPI_ISL_577499,Wales
EPI_ISL_577541,Wales
EPI_ISL_595610,Wales
EPI_ISL_595504,Wales
EPI_ISL_595427,Wales
EPI_ISL_595493,Wales
EPI_ISL_595471,Wales
EPI_ISL_595586,Wales
EPI_ISL_595369,Wales
EPI_ISL_577512,Wales
EPI_ISL_577500,Wales
EPI_ISL_577429,Wales
EPI_ISL_680244,Northern Ireland
EPI_ISL_577466,Wales
EPI_ISL_830314,Europe / Iceland
EPI_ISL_830266,Europe / Iceland
EPI_ISL_574192,Wales
EPI_ISL_828053,Europe / Iceland
EPI_ISL_600792,Scotland
EPI_ISL_638923,Scotland
EPI_ISL_577517,Wales
EPI_ISL_577532,Wales
EPI_ISL_600924,Scotland
EPI_ISL_574034,Wales
EPI_ISL_829468,Europe / Iceland
EPI_ISL_600790,Scotland
EPI_ISL_828104,Europe / Iceland
EPI_ISL_829467,Europe / Iceland
EPI_ISL_829466,Europe / Iceland
EPI_ISL_1311795,Europe / Netherlands
EPI_ISL_600754,Scotland
EPI_ISL_829200,Europe / Iceland
EPI_ISL_600759,Scotland
EPI_ISL_600756,Scotland
EPI_ISL_829206,Europe / Iceland
EPI_ISL_829204,Europe / Iceland
EPI_ISL_829203,Europe / Iceland
EPI_ISL_829201,Europe / Iceland
EPI_ISL_829208,Europe / Iceland
EPI_ISL_600751,Scotland
EPI_ISL_1311797,Europe / Netherlands
EPI_ISL_600719,Scotland
EPI_ISL_600854,Scotland
EPI_ISL_600631,Scotland
EPI_ISL_600844,Scotland
EPI_ISL_595655,Scotland
EPI_ISL_600654,Scotland
EPI_ISL_600920,Scotland
EPI_ISL_638916,Scotland
EPI_ISL_600910,Scotland
EPI_ISL_600662,Scotland
EPI_ISL_595652,Scotland
EPI_ISL_600919,Scotland
EPI_ISL_595663,Scotland
EPI_ISL_600699,Scotland
EPI_ISL_2271227,Europe / Spain
EPI_ISL_600841,Scotland
EPI_ISL_600725,Scotland
EPI_ISL_595654,Scotland
EPI_ISL_595653,Scotland
EPI_ISL_600757,Scotland
EPI_ISL_600661,Scotland
EPI_ISL_595660,Scotland
EPI_ISL_600887,Scotland
EPI_ISL_638925,Scotland
EPI_ISL_600663,Scotland
EPI_ISL_600898,Scotland
EPI_ISL_600902,Scotland
EPI_ISL_600900,Scotland
EPI_ISL_595659,Scotland
EPI_ISL_600829,Scotland
EPI_ISL_600825,Scotland
EPI_ISL_600911,Scotland
EPI_ISL_600918,Scotland
EPI_ISL_595697,Scotland
EPI_ISL_1018310,Asia / Hong Kong
EPI_ISL_600861,Scotland
EPI_ISL_600916,Scotland
EPI_ISL_2281285,Europe / Spain
EPI_ISL_600671,Scotland
EPI_ISL_600743,Scotland
EPI_ISL_600922,Scotland
EPI_ISL_600821,Scotland
EPI_ISL_600709,Scotland
EPI_ISL_600758,Scotland
EPI_ISL_600819,Scotland
EPI_ISL_615120,Europe / Sweden
EPI_ISL_600914,Scotland
EPI_ISL_600875,Scotland
EPI_ISL_600711,Scotland
EPI_ISL_600872,Scotland
EPI_ISL_600641,Scotland
EPI_ISL_600867,Scotland
EPI_ISL_600870,Scotland
EPI_ISL_600859,Scotland
EPI_ISL_8525879,Africa / Senegal
EPI_ISL_615117,Europe / Sweden
EPI_ISL_600856,Scotland
EPI_ISL_600860,Scotland
EPI_ISL_600852,Scotland
EPI_ISL_600669,Scotland
EPI_ISL_600840,Scotland
EPI_ISL_600679,Scotland
EPI_ISL_600878,Scotland
EPI_ISL_600705,Scotland
EPI_ISL_574229,Wales
EPI_ISL_577535,Wales
EPI_ISL_829205,Europe / Iceland
EPI_ISL_600647,Scotland
EPI_ISL_600917,Scotland
EPI_ISL_600899,Scotland
EPI_ISL_600909,Scotland
EPI_ISL_600747,Scotland
EPI_ISL_600665,Scotland
EPI_ISL_600896,Scotland
EPI_ISL_600755,Scotland
EPI_ISL_600880,Scotland
EPI_ISL_600874,Scotland
EPI_ISL_638921,Scotland
EPI_ISL_595775,Wales
EPI_ISL_600842,Scotland
EPI_ISL_826955,Europe / Iceland
EPI_ISL_600895,Scotland
EPI_ISL_600710,Scotland
EPI_ISL_600831,Scotland
EPI_ISL_638924,Scotland
EPI_ISL_600742,Scotland
EPI_ISL_600675,Scotland
EPI_ISL_600836,Scotland
EPI_ISL_600736,Scotland
EPI_ISL_600735,Scotland
EPI_ISL_600833,Scotland
EPI_ISL_639679,Europe / Latvia
EPI_ISL_600843,Scotland
EPI_ISL_600653,Scotland
EPI_ISL_600664,Scotland
EPI_ISL_600721,Scotland
EPI_ISL_600865,Scotland
EPI_ISL_600858,Scotland
EPI_ISL_600628,Scotland
EPI_ISL_638919,Scotland
EPI_ISL_600622,Scotland
EPI_ISL_600866,Scotland
EPI_ISL_638918,Scotland
EPI_ISL_796036,Europe / Germany
EPI_ISL_600717,Scotland
EPI_ISL_600666,Scotland
EPI_ISL_600619,Scotland
EPI_ISL_600648,Scotland
EPI_ISL_600716,Scotland
EPI_ISL_600741,Scotland
EPI_ISL_600744,Scotland
EPI_ISL_600720,Scotland
EPI_ISL_600620,Scotland
EPI_ISL_600642,Scotland
EPI_ISL_600651,Scotland
EPI_ISL_600638,Scotland
EPI_ISL_600625,Scotland
EPI_ISL_600723,Scotland
EPI_ISL_600691,Scotland
EPI_ISL_600726,Scotland
EPI_ISL_638922,Scotland
EPI_ISL_600692,Scotland
EPI_ISL_600646,Scotland
EPI_ISL_600686,Scotland
EPI_ISL_600632,Scotland
EPI_ISL_600672,Scotland
EPI_ISL_600750,Scotland
EPI_ISL_600624,Scotland
EPI_ISL_600687,Scotland
EPI_ISL_595620,Scotland
EPI_ISL_600839,Scotland
EPI_ISL_600796,Scotland
EPI_ISL_600789,Scotland
EPI_ISL_600787,Scotland
EPI_ISL_600894,Scotland
EPI_ISL_600890,Scotland
EPI_ISL_600847,Scotland
EPI_ISL_600891,Scotland
EPI_ISL_595619,Scotland
EPI_ISL_600908,Scotland
EPI_ISL_595623,Scotland
EPI_ISL_600888,Scotland
EPI_ISL_600883,Scotland
EPI_ISL_600830,Scotland
EPI_ISL_600849,Scotland
EPI_ISL_600845,Scotland
EPI_ISL_600652,Scotland
EPI_ISL_600715,Scotland
EPI_ISL_600714,Scotland
EPI_ISL_600727,Scotland
EPI_ISL_595651,Scotland
EPI_ISL_600732,Scotland
EPI_ISL_600690,Scotland
EPI_ISL_600640,Scotland
EPI_ISL_595649,Scotland
EPI_ISL_600644,Scotland
EPI_ISL_600659,Scotland
EPI_ISL_600694,Scotland
EPI_ISL_600639,Scotland
EPI_ISL_600673,Scotland
EPI_ISL_600674,Scotland
EPI_ISL_600693,Scotland
EPI_ISL_600718,Scotland
EPI_ISL_600656,Scotland
EPI_ISL_638927,Scotland
EPI_ISL_638926,Scotland
EPI_ISL_796032,Europe / Germany
EPI_ISL_612307,Scotland
EPI_ISL_828045,Europe / Iceland
EPI_ISL_612305,Scotland
EPI_ISL_828040,Europe / Iceland
EPI_ISL_585700,Wales
EPI_ISL_612303,Scotland
EPI_ISL_959939,Europe / Germany
EPI_ISL_619954,Europe / Denmark
EPI_ISL_619927,Europe / Denmark
EPI_ISL_619908,Europe / Denmark
EPI_ISL_620948,Europe / Denmark
EPI_ISL_620912,Europe / Denmark
EPI_ISL_620910,Europe / Denmark
EPI_ISL_620865,Europe / Denmark
EPI_ISL_620854,Europe / Denmark
EPI_ISL_620880,Europe / Denmark
EPI_ISL_620892,Europe / Denmark
EPI_ISL_620896,Europe / Denmark
EPI_ISL_620888,Europe / Denmark
EPI_ISL_620889,Europe / Denmark
EPI_ISL_621006,Europe / Denmark
EPI_ISL_620950,Europe / Denmark
EPI_ISL_620976,Europe / Denmark
EPI_ISL_620908,Europe / Denmark
EPI_ISL_621043,Europe / Denmark
EPI_ISL_621030,Europe / Denmark
EPI_ISL_621046,Europe / Denmark
EPI_ISL_827755,Europe / Iceland
EPI_ISL_621010,Europe / Denmark
EPI_ISL_620952,Europe / Denmark
EPI_ISL_621027,Europe / Denmark
EPI_ISL_619920,Europe / Denmark
EPI_ISL_619906,Europe / Denmark
EPI_ISL_619924,Europe / Denmark
EPI_ISL_603365,Europe / Switzerland
EPI_ISL_585640,Wales
EPI_ISL_2271211,Europe / Spain
EPI_ISL_621261,Europe / Denmark
EPI_ISL_620973,Europe / Denmark
EPI_ISL_619958,Europe / Denmark
EPI_ISL_619964,Europe / Denmark
EPI_ISL_619951,Europe / Denmark
EPI_ISL_619961,Europe / Denmark
EPI_ISL_619962,Europe / Denmark
EPI_ISL_619960,Europe / Denmark
EPI_ISL_619956,Europe / Denmark
EPI_ISL_619950,Europe / Denmark
EPI_ISL_619945,Europe / Denmark
EPI_ISL_619943,Europe / Denmark
EPI_ISL_619934,Europe / Denmark
EPI_ISL_619939,Europe / Denmark
EPI_ISL_619933,Europe / Denmark
EPI_ISL_619935,Europe / Denmark
EPI_ISL_619929,Europe / Denmark
EPI_ISL_619932,Europe / Denmark
EPI_ISL_619910,Europe / Denmark
EPI_ISL_7671784,Europe / Italy
EPI_ISL_3426615,Europe / Netherlands
EPI_ISL_585756,Wales
EPI_ISL_1020164,Europe / Italy
EPI_ISL_1020165,Europe / Italy
EPI_ISL_2017554,Europe / Spain
EPI_ISL_577526,Wales
EPI_ISL_577530,Wales
EPI_ISL_612301,Scotland
EPI_ISL_612300,Scotland
EPI_ISL_577531,Wales
EPI_ISL_585702,Wales
EPI_ISL_1015171,Europe / France
EPI_ISL_612299,Scotland
EPI_ISL_612290,Scotland
EPI_ISL_632461,Europe / Netherlands
EPI_ISL_722832,Europe / Netherlands
EPI_ISL_722833,Europe / Netherlands
EPI_ISL_722837,Europe / Netherlands
EPI_ISL_722835,Europe / Netherlands
EPI_ISL_722834,Europe / Netherlands
EPI_ISL_595525,Wales
EPI_ISL_722836,Europe / Netherlands
EPI_ISL_7671759,Europe / Italy
EPI_ISL_595435,Wales
EPI_ISL_585679,Wales
EPI_ISL_585678,Wales
EPI_ISL_776964,Europe / Italy
EPI_ISL_600555,Scotland
EPI_ISL_776967,Europe / Italy
EPI_ISL_577504,Wales
EPI_ISL_600586,Wales
EPI_ISL_585710,Wales
EPI_ISL_585798,Wales
EPI_ISL_585857,Wales
EPI_ISL_585980,Wales
EPI_ISL_585887,Wales
EPI_ISL_585876,Wales
EPI_ISL_585920,Wales
EPI_ISL_585834,Wales
EPI_ISL_585926,Wales
EPI_ISL_585655,Wales
EPI_ISL_595380,Wales
EPI_ISL_595459,Wales
EPI_ISL_595494,Wales
EPI_ISL_585878,Wales
EPI_ISL_595538,Wales
EPI_ISL_595452,Wales
EPI_ISL_7671906,Europe / Italy
EPI_ISL_776965,Europe / Italy
EPI_ISL_776966,Europe / Italy
EPI_ISL_619922,Europe / Denmark
EPI_ISL_619944,Europe / Denmark
EPI_ISL_619959,Europe / Denmark
EPI_ISL_619973,Europe / Denmark
EPI_ISL_620937,Europe / Denmark
EPI_ISL_621074,Europe / Denmark
EPI_ISL_621097,Europe / Denmark
EPI_ISL_621248,Europe / Denmark
EPI_ISL_619915,Europe / Denmark
EPI_ISL_632531,Europe / Netherlands
EPI_ISL_612304,Scotland
EPI_ISL_612302,Scotland
EPI_ISL_578073,Europe / Netherlands
EPI_ISL_600565,Wales
EPI_ISL_621044,Europe / Denmark
EPI_ISL_612306,Scotland
EPI_ISL_621045,Europe / Denmark
EPI_ISL_621059,Europe / Denmark
EPI_ISL_621062,Europe / Denmark
EPI_ISL_621047,Europe / Denmark
EPI_ISL_621049,Europe / Denmark
EPI_ISL_621005,Europe / Denmark
EPI_ISL_620994,Europe / Denmark
EPI_ISL_620925,Europe / Denmark
EPI_ISL_620850,Europe / Denmark
EPI_ISL_619965,Europe / Denmark
EPI_ISL_619970,Europe / Denmark
EPI_ISL_619930,Europe / Denmark
EPI_ISL_619914,Europe / Denmark
EPI_ISL_1855072,Europe / Italy
EPI_ISL_1855087,Europe / Italy
EPI_ISL_1855074,Europe / Italy
EPI_ISL_1855076,Europe / Italy
EPI_ISL_1855078,Europe / Italy
EPI_ISL_753786,Europe / Germany
EPI_ISL_621064,Europe / Denmark
EPI_ISL_621069,Europe / Denmark
EPI_ISL_621070,Europe / Denmark
EPI_ISL_621240,Europe / Denmark
EPI_ISL_622309,Europe / Denmark
EPI_ISL_828044,Europe / Iceland
EPI_ISL_828143,Europe / Iceland
EPI_ISL_622315,Europe / Denmark
EPI_ISL_622312,Europe / Denmark
EPI_ISL_828158,Europe / Iceland
EPI_ISL_828049,Europe / Iceland
EPI_ISL_748133,Europe / Denmark
EPI_ISL_622307,Europe / Denmark
EPI_ISL_621241,Europe / Denmark
EPI_ISL_620936,Europe / Denmark
EPI_ISL_620852,Europe / Denmark
EPI_ISL_620901,Europe / Denmark
EPI_ISL_622330,Europe / Denmark
EPI_ISL_622329,Europe / Denmark
EPI_ISL_622316,Europe / Denmark
EPI_ISL_622306,Europe / Denmark
EPI_ISL_622302,Europe / Denmark
EPI_ISL_621107,Europe / Denmark
EPI_ISL_828048,Europe / Iceland
EPI_ISL_585466,Scotland
EPI_ISL_1195559,Europe / Spain
EPI_ISL_1195588,Europe / Spain
EPI_ISL_824497,Europe / Spain
EPI_ISL_648175,Europe / Sweden
EPI_ISL_648164,Europe / Sweden
EPI_ISL_648205,Europe / Sweden
EPI_ISL_824498,Europe / Spain
EPI_ISL_824495,Europe / Spain
EPI_ISL_595843,Scotland
EPI_ISL_654216,Europe / Spain
EPI_ISL_1312455,Europe / Latvia
EPI_ISL_828318,Europe / Iceland
EPI_ISL_828594,Europe / Iceland
EPI_ISL_828160,Europe / Iceland
EPI_ISL_829735,Europe / Iceland
EPI_ISL_824500,Europe / Spain
EPI_ISL_1499091,Europe / Slovenia
EPI_ISL_600607,Wales
EPI_ISL_585463,Scotland
