cluster,irish_samples
1,1
2,1
3,1
4,3
5,1
6,3
7,1
8,1
9,21
10,2
11,2
12,10
13,1
14,5
15,14
16,1
17,4
18,7
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,6
29,5
30,3
31,21
32,9
33,4
34,2
35,2
36,128
37,64
38,1
39,130
40,12
41,1
42,1
43,5
44,3
45,3
46,3
47,1
48,13
49,1
50,2
51,3
