tip,cluster,timepoint
EPI_ISL_2931998,8,D
EPI_ISL_3298503,8,D
EPI_ISL_2862361,8,D
EPI_ISL_3298504,8,D
EPI_ISL_2789598,8,D
EPI_ISL_3247661,8,D
EPI_ISL_3058452,8,D
EPI_ISL_2862359,8,D
EPI_ISL_2893105,8,D
EPI_ISL_2932184,8,D
EPI_ISL_3136248,8,D
EPI_ISL_2932028,8,D
EPI_ISL_3118080,8,D
EPI_ISL_2932033,8,D
EPI_ISL_3672183,8,D
EPI_ISL_2862399,8,D
EPI_ISL_3011365,8,D
EPI_ISL_2862394,8,D
EPI_ISL_2968172,8,D
EPI_ISL_3204897,8,D
EPI_ISL_3011321,8,D
EPI_ISL_3205243,8,D
EPI_ISL_2862410,8,D
EPI_ISL_3011428,8,D
EPI_ISL_3136306,8,D
EPI_ISL_2968169,8,D
EPI_ISL_3045691,8,D
EPI_ISL_3088074,8,D
EPI_ISL_3011553,8,D
EPI_ISL_2932001,8,D
EPI_ISL_3011548,8,D
EPI_ISL_2862380,8,D
EPI_ISL_2984284,8,D
EPI_ISL_3088061,8,D
EPI_ISL_2968243,8,D
EPI_ISL_2862376,8,D
EPI_ISL_2893042,8,D
EPI_ISL_3739418,8,D
EPI_ISL_3374982,8,D
EPI_ISL_3118132,8,D
EPI_ISL_2932213,8,D
EPI_ISL_2893060,8,D
EPI_ISL_2931964,8,D
EPI_ISL_2893038,8,D
EPI_ISL_3011554,8,D
EPI_ISL_3136443,8,D
EPI_ISL_3118016,8,D
EPI_ISL_3030772,8,D
EPI_ISL_2789568,8,D
EPI_ISL_3088220,8,D
EPI_ISL_3045769,8,D
EPI_ISL_3247731,8,D
EPI_ISL_3011552,8,D
EPI_ISL_3011527,8,D
EPI_ISL_2893131,8,D
EPI_ISL_2933909,8,D
EPI_ISL_2862428,8,D
EPI_ISL_2862363,8,D
EPI_ISL_2968225,8,D
EPI_ISL_3045620,8,D
EPI_ISL_3375015,8,D
EPI_ISL_3088168,8,D
EPI_ISL_3154610,8,D
EPI_ISL_3011537,8,D
EPI_ISL_3058333,8,D
EPI_ISL_3045763,8,D
EPI_ISL_3011524,8,D
EPI_ISL_2862425,8,D
EPI_ISL_2984271,8,D
EPI_ISL_3088121,8,D
EPI_ISL_3045749,8,D
EPI_ISL_3118086,8,D
EPI_ISL_3205302,8,D
EPI_ISL_2984368,8,D
EPI_ISL_3535338,8,D
EPI_ISL_3030775,8,D
EPI_ISL_2931982,8,D
EPI_ISL_2931969,8,D
EPI_ISL_3088002,8,D
EPI_ISL_2968266,8,D
EPI_ISL_3136415,8,D
EPI_ISL_3088154,8,D
EPI_ISL_2968220,8,D
EPI_ISL_2893146,8,D
EPI_ISL_2789612,8,D
EPI_ISL_2984286,8,D
EPI_ISL_3058299,8,D
EPI_ISL_3011388,8,D
EPI_ISL_2862377,8,D
EPI_ISL_3011306,8,D
EPI_ISL_3030915,9,D
EPI_ISL_3011368,10,D
EPI_ISL_3591157,11,D
EPI_ISL_2984346,12,D
EPI_ISL_3058297,13,D
EPI_ISL_2968255,13,D
EPI_ISL_3058433,14,D
EPI_ISL_3058348,14,D
EPI_ISL_3045632,15,D
EPI_ISL_3671951,15,D
EPI_ISL_3205328,15,D
EPI_ISL_3205319,16,D
EPI_ISL_3136455,17,D
EPI_ISL_3118176,18,D
EPI_ISL_10127048,19,D
EPI_ISL_10127532,20,D
EPI_ISL_2241082,21,D
EPI_ISL_2601148,22,D
EPI_ISL_2601126,22,D
EPI_ISL_2710711,22,D
EPI_ISL_2241134,22,D
EPI_ISL_2862422,22,D
EPI_ISL_3011296,22,D
EPI_ISL_2601146,22,D
EPI_ISL_2710708,22,D
EPI_ISL_2241078,23,D
EPI_ISL_2088086,23,D
EPI_ISL_2132165,23,D
EPI_ISL_1904670,23,D
EPI_ISL_2029353,24,D
EPI_ISL_2601108,25,D
EPI_ISL_2132155,25,D
EPI_ISL_2132188,26,D
EPI_ISL_2132169,26,D
EPI_ISL_2363307,26,D
EPI_ISL_2362528,27,D
EPI_ISL_2240844,27,D
EPI_ISL_1960834,28,D
EPI_ISL_1972735,28,D
EPI_ISL_3374873,29,D
EPI_ISL_3374970,29,D
EPI_ISL_3739473,29,D
EPI_ISL_3088129,29,D
EPI_ISL_3672050,29,D
EPI_ISL_3247532,29,D
EPI_ISL_3672184,29,D
EPI_ISL_3136357,29,D
EPI_ISL_3087992,29,D
EPI_ISL_3356169,29,D
EPI_ISL_3204988,29,D
EPI_ISL_3503122,29,D
EPI_ISL_2612906,30,D
EPI_ISL_1731198,31,D
EPI_ISL_1904652,32,D
EPI_ISL_1972833,33,D
EPI_ISL_2029354,33,D
EPI_ISL_1731330,33,D
EPI_ISL_2893054,34,D
EPI_ISL_3205192,34,D
EPI_ISL_2893041,35,D
EPI_ISL_3205239,36,D
EPI_ISL_3205186,37,D
EPI_ISL_3503051,38,D
EPI_ISL_3503128,39,D
EPI_ISL_3011186,40,D
EPI_ISL_2984341,41,D
EPI_ISL_10142300,42,D
EPI_ISL_3298614,42,D
EPI_ISL_3503045,43,D
EPI_ISL_1890977,44,D
EPI_ISL_1890990,44,D
EPI_ISL_3204959,45,D
EPI_ISL_2399991,46,D
EPI_ISL_10142633,47,D
EPI_ISL_10139594,47,D
EPI_ISL_10138572,47,D
EPI_ISL_3298574,48,D
EPI_ISL_3011421,49,D
EPI_ISL_2984267,50,D
EPI_ISL_3154639,50,D
EPI_ISL_3356131,50,D
EPI_ISL_3204964,50,D
EPI_ISL_3154656,50,D
EPI_ISL_10139365,51,D
EPI_ISL_10139611,51,D
EPI_ISL_10137445,51,D
EPI_ISL_10136134,51,D
EPI_ISL_10140744,51,D
EPI_ISL_10129915,52,D
EPI_ISL_3011308,53,D
EPI_ISL_3011270,54,D
EPI_ISL_10133698,55,D
EPI_ISL_2932235,56,D
EPI_ISL_1904829,57,D
EPI_ISL_10129785,58,D
EPI_ISL_10128755,58,D
EPI_ISL_10128670,58,D
EPI_ISL_10129709,58,D
EPI_ISL_2491121,58,D
EPI_ISL_10129783,58,D
EPI_ISL_10129931,58,D
EPI_ISL_10128454,58,D
EPI_ISL_10129784,58,D
EPI_ISL_10129850,58,D
EPI_ISL_10130232,58,D
EPI_ISL_3205355,59,D
EPI_ISL_2932227,60,D
EPI_ISL_3503058,61,D
EPI_ISL_2241055,62,D
EPI_ISL_2968252,63,D
EPI_ISL_3672043,64,D
EPI_ISL_3503038,64,D
EPI_ISL_3502999,65,D
EPI_ISL_3739436,66,D
EPI_ISL_3503036,67,D
EPI_ISL_3591135,68,D
EPI_ISL_3467577,69,D
EPI_ISL_3154618,70,D
EPI_ISL_3088269,70,D
EPI_ISL_3591042,70,D
EPI_ISL_3375076,70,D
EPI_ISL_3717034,70,D
EPI_ISL_3136332,70,D
EPI_ISL_3503078,70,D
EPI_ISL_3739434,70,D
EPI_ISL_3136246,70,D
EPI_ISL_3247716,70,D
EPI_ISL_3298519,70,D
EPI_ISL_3253167,70,D
EPI_ISL_3591224,70,D
EPI_ISL_3502997,70,D
EPI_ISL_3058376,70,D
EPI_ISL_3672104,70,D
EPI_ISL_3058290,70,D
EPI_ISL_3205036,70,D
EPI_ISL_3591090,70,D
EPI_ISL_3502965,70,D
EPI_ISL_3154457,70,D
EPI_ISL_3535360,70,D
EPI_ISL_3739519,70,D
EPI_ISL_3204955,70,D
EPI_ISL_3374835,71,D
EPI_ISL_3717053,72,D
EPI_ISL_3205215,72,D
EPI_ISL_3356143,72,D
EPI_ISL_10137049,73,D
EPI_ISL_10135837,73,D
EPI_ISL_10142559,74,D
EPI_ISL_3205204,75,D
EPI_ISL_10130023,76,D
EPI_ISL_3503127,77,D
EPI_ISL_3356127,77,D
EPI_ISL_1960691,78,D
EPI_ISL_3356014,79,D
EPI_ISL_3118115,80,D
EPI_ISL_2893088,81,D
EPI_ISL_10133689,82,D
EPI_ISL_3739579,83,D
EPI_ISL_10144364,83,D
EPI_ISL_10144357,83,D
EPI_ISL_10141041,83,D
EPI_ISL_3535468,84,D
EPI_ISL_3062324,85,D
EPI_ISL_3503039,86,D
EPI_ISL_3503035,87,D
EPI_ISL_3205275,88,D
EPI_ISL_3204983,88,D
EPI_ISL_3205118,88,D
EPI_ISL_3136281,88,D
EPI_ISL_2968176,88,D
EPI_ISL_3088260,88,D
EPI_ISL_3088286,88,D
EPI_ISL_3467732,88,D
EPI_ISL_3058292,88,D
EPI_ISL_3118060,88,D
EPI_ISL_2984289,88,D
EPI_ISL_3058405,88,D
EPI_ISL_3253156,88,D
EPI_ISL_3205247,88,D
EPI_ISL_2984255,88,D
EPI_ISL_3374956,88,D
EPI_ISL_3118002,88,D
EPI_ISL_3045647,88,D
EPI_ISL_3011446,88,D
EPI_ISL_3204978,88,D
EPI_ISL_3925833,88,D
EPI_ISL_3467534,88,D
EPI_ISL_3739512,88,D
EPI_ISL_3467700,88,D
EPI_ISL_3503014,89,D
EPI_ISL_3087996,90,D
EPI_ISL_3118012,91,D
EPI_ISL_3087998,91,D
EPI_ISL_3088026,91,D
EPI_ISL_3011392,92,D
EPI_ISL_3154621,93,D
EPI_ISL_3205363,93,D
EPI_ISL_3591140,93,D
EPI_ISL_10139230,93,D
EPI_ISL_3205237,93,D
EPI_ISL_3298422,93,D
EPI_ISL_3204898,93,D
EPI_ISL_3204951,93,D
EPI_ISL_3672054,93,D
EPI_ISL_3672057,93,D
EPI_ISL_10142886,93,D
EPI_ISL_3503024,93,D
EPI_ISL_3374952,93,D
EPI_ISL_3247702,93,D
EPI_ISL_3205381,93,D
EPI_ISL_3374877,93,D
EPI_ISL_3716965,93,D
EPI_ISL_3591128,93,D
EPI_ISL_3205054,93,D
EPI_ISL_3205429,93,D
EPI_ISL_3591079,93,D
EPI_ISL_10140964,93,D
EPI_ISL_10136121,93,D
EPI_ISL_10136140,93,D
EPI_ISL_10134801,94,D
EPI_ISL_3117992,94,D
EPI_ISL_3356000,94,D
EPI_ISL_10143305,95,D
EPI_ISL_10142306,95,D
EPI_ISL_10143456,95,D
EPI_ISL_10143544,95,D
EPI_ISL_3253022,96,D
EPI_ISL_3716960,96,D
EPI_ISL_10142219,97,D
EPI_ISL_10142036,97,D
EPI_ISL_3058457,98,D
EPI_ISL_10132802,99,D
EPI_ISL_10132795,99,D
EPI_ISL_10133688,99,D
EPI_ISL_10136132,99,D
EPI_ISL_10132799,99,D
EPI_ISL_10129836,99,D
EPI_ISL_10131147,99,D
EPI_ISL_3535424,100,D
EPI_ISL_3247551,100,D
EPI_ISL_3205125,100,D
EPI_ISL_3356110,100,D
EPI_ISL_3356004,101,D
EPI_ISL_10137507,102,D
EPI_ISL_3088204,103,D
EPI_ISL_3011588,104,D
EPI_ISL_10144360,105,D
EPI_ISL_3591118,106,D
EPI_ISL_10137639,107,D
EPI_ISL_10133954,107,D
EPI_ISL_10134670,107,D
EPI_ISL_10133728,107,D
EPI_ISL_10138512,107,D
EPI_ISL_4274906,107,D
EPI_ISL_10135084,107,D
EPI_ISL_10134593,107,D
EPI_ISL_10135809,107,D
EPI_ISL_10136159,107,D
EPI_ISL_10137481,107,D
EPI_ISL_10135131,107,D
EPI_ISL_10139013,107,D
EPI_ISL_10134120,107,D
EPI_ISL_10136787,107,D
EPI_ISL_10135098,107,D
EPI_ISL_10134217,107,D
EPI_ISL_10137068,107,D
EPI_ISL_10134671,107,D
EPI_ISL_10134796,107,D
EPI_ISL_10135004,107,D
EPI_ISL_10133729,107,D
EPI_ISL_10142139,107,D
EPI_ISL_10134748,107,D
EPI_ISL_10133732,107,D
EPI_ISL_10136614,107,D
EPI_ISL_10135574,107,D
EPI_ISL_10144371,107,D
EPI_ISL_10134233,107,D
EPI_ISL_10138861,107,D
EPI_ISL_10135791,107,D
EPI_ISL_10134114,107,D
EPI_ISL_10134920,107,D
EPI_ISL_10134121,107,D
EPI_ISL_10133962,107,D
EPI_ISL_10135562,107,D
EPI_ISL_10131133,107,D
EPI_ISL_10137061,107,D
EPI_ISL_10135568,107,D
EPI_ISL_10134500,107,D
EPI_ISL_10133537,107,D
EPI_ISL_10142229,107,D
EPI_ISL_2968183,108,D
EPI_ISL_3503046,109,D
EPI_ISL_3503025,110,D
EPI_ISL_3205224,111,D
EPI_ISL_2363297,112,D
EPI_ISL_2710652,112,D
EPI_ISL_2362530,112,D
EPI_ISL_2363288,112,D
EPI_ISL_3247584,113,D
EPI_ISL_3672048,114,D
EPI_ISL_3467692,114,D
EPI_ISL_3503000,114,D
EPI_ISL_3591167,114,D
EPI_ISL_3247589,115,D
EPI_ISL_3356016,116,D
EPI_ISL_3503129,117,D
EPI_ISL_3591117,118,D
EPI_ISL_3136419,119,D
EPI_ISL_3058359,119,D
EPI_ISL_3058362,119,D
EPI_ISL_3374984,120,D
EPI_ISL_3205455,121,D
EPI_ISL_3204930,121,D
EPI_ISL_3058274,122,D
EPI_ISL_2984338,122,D
EPI_ISL_3058280,122,D
EPI_ISL_3154677,122,D
EPI_ISL_3205437,123,D
EPI_ISL_3088144,123,D
EPI_ISL_2789536,123,D
EPI_ISL_3253016,123,D
EPI_ISL_3118082,123,D
EPI_ISL_2984257,123,D
EPI_ISL_3535346,123,D
EPI_ISL_3011462,123,D
EPI_ISL_2861376,123,D
EPI_ISL_2968187,123,D
EPI_ISL_10134630,124,D
EPI_ISL_2893143,125,D
EPI_ISL_2932017,126,D
EPI_ISL_3502939,127,D
EPI_ISL_10134923,128,D
EPI_ISL_10130834,128,D
EPI_ISL_10131259,128,D
EPI_ISL_10137676,128,D
EPI_ISL_10144359,128,D
EPI_ISL_10130043,128,D
EPI_ISL_10130812,128,D
EPI_ISL_3205201,129,D
EPI_ISL_2931971,130,D
EPI_ISL_3058476,131,D
EPI_ISL_3253166,132,D
EPI_ISL_10138102,133,D
EPI_ISL_10142940,133,D
EPI_ISL_10137790,133,D
EPI_ISL_2984323,133,D
EPI_ISL_3502972,133,D
EPI_ISL_3535445,133,D
EPI_ISL_3356040,133,D
EPI_ISL_10134186,133,D
EPI_ISL_3154474,133,D
EPI_ISL_10129681,133,D
EPI_ISL_10142883,133,D
EPI_ISL_10133278,133,D
EPI_ISL_10133204,133,D
EPI_ISL_10134744,133,D
EPI_ISL_10137667,133,D
EPI_ISL_3374845,133,D
EPI_ISL_3253034,133,D
EPI_ISL_3205390,133,D
EPI_ISL_3591073,133,D
EPI_ISL_10136146,133,D
EPI_ISL_10142247,133,D
EPI_ISL_3503006,133,D
EPI_ISL_3375042,133,D
EPI_ISL_10133205,133,D
EPI_ISL_10138133,133,D
EPI_ISL_3672047,133,D
EPI_ISL_10142684,133,D
EPI_ISL_10133696,133,D
EPI_ISL_10137848,133,D
EPI_ISL_3247572,133,D
EPI_ISL_3247671,133,D
EPI_ISL_10136373,133,D
EPI_ISL_3247742,133,D
EPI_ISL_3467436,133,D
EPI_ISL_10133237,133,D
EPI_ISL_10141218,133,D
EPI_ISL_10131734,133,D
EPI_ISL_10134824,133,D
EPI_ISL_3298595,133,D
EPI_ISL_3058342,133,D
EPI_ISL_3717044,133,D
EPI_ISL_3468137,133,D
EPI_ISL_3467972,133,D
EPI_ISL_10149960,133,D
EPI_ISL_3205143,133,D
EPI_ISL_10134155,133,D
EPI_ISL_10141603,133,D
EPI_ISL_2984310,133,D
EPI_ISL_10141200,133,D
EPI_ISL_10136774,133,D
EPI_ISL_3717078,133,D
EPI_ISL_10142796,133,D
EPI_ISL_3356038,133,D
EPI_ISL_3298578,133,D
EPI_ISL_3672121,133,D
EPI_ISL_3088044,133,D
EPI_ISL_3253214,133,D
EPI_ISL_10143356,133,D
EPI_ISL_3205102,133,D
EPI_ISL_10131233,133,D
EPI_ISL_10131334,133,D
EPI_ISL_3502942,133,D
EPI_ISL_10137086,133,D
EPI_ISL_3717079,133,D
EPI_ISL_10129636,133,D
EPI_ISL_3154683,133,D
EPI_ISL_10137570,133,D
EPI_ISL_3253039,133,D
EPI_ISL_10131568,133,D
EPI_ISL_3591113,133,D
EPI_ISL_10137499,133,D
EPI_ISL_10136185,133,D
EPI_ISL_10136821,133,D
EPI_ISL_3045658,133,D
EPI_ISL_3253106,133,D
EPI_ISL_3298436,133,D
EPI_ISL_10145162,133,D
EPI_ISL_3672013,133,D
EPI_ISL_3717010,133,D
EPI_ISL_3253014,133,D
EPI_ISL_3591049,133,D
EPI_ISL_3247627,133,D
EPI_ISL_3591238,133,D
EPI_ISL_10134202,133,D
EPI_ISL_3739440,133,D
EPI_ISL_3154607,133,D
EPI_ISL_3374880,133,D
EPI_ISL_3672037,133,D
EPI_ISL_3591009,133,D
EPI_ISL_3205007,133,D
EPI_ISL_3247579,133,D
EPI_ISL_10136961,133,D
EPI_ISL_3058425,133,D
EPI_ISL_3204902,133,D
EPI_ISL_10131427,133,D
EPI_ISL_10136782,133,D
EPI_ISL_3374969,133,D
EPI_ISL_10136617,133,D
EPI_ISL_10142774,133,D
EPI_ISL_10136117,133,D
EPI_ISL_10137464,133,D
EPI_ISL_3591051,133,D
EPI_ISL_3375025,133,D
EPI_ISL_3253220,133,D
EPI_ISL_3503011,133,D
EPI_ISL_3298515,133,D
EPI_ISL_10133223,133,D
EPI_ISL_3298552,133,D
EPI_ISL_10130873,133,D
EPI_ISL_3204912,133,D
EPI_ISL_3535385,133,D
EPI_ISL_3716920,133,D
EPI_ISL_10133484,133,D
EPI_ISL_3087997,133,D
EPI_ISL_3118171,133,D
EPI_ISL_10134592,133,D
EPI_ISL_10139710,133,D
EPI_ISL_3118120,133,D
EPI_ISL_3716923,133,D
EPI_ISL_3205371,133,D
EPI_ISL_10133284,133,D
EPI_ISL_10130850,133,D
EPI_ISL_10135972,133,D
EPI_ISL_3154641,133,D
EPI_ISL_3374892,133,D
EPI_ISL_2789514,133,D
EPI_ISL_10140267,133,D
EPI_ISL_10134497,133,D
EPI_ISL_3468069,133,D
EPI_ISL_10138210,133,D
EPI_ISL_3374820,133,D
EPI_ISL_3503031,133,D
EPI_ISL_10139225,133,D
EPI_ISL_3088232,133,D
EPI_ISL_10134924,133,D
EPI_ISL_3375058,133,D
EPI_ISL_3502943,133,D
EPI_ISL_10142512,133,D
EPI_ISL_3247658,133,D
EPI_ISL_10138234,133,D
EPI_ISL_10142670,133,D
EPI_ISL_10132580,133,D
EPI_ISL_2933924,133,D
EPI_ISL_3253118,133,D
EPI_ISL_10135128,133,D
EPI_ISL_10141652,133,D
EPI_ISL_10141982,133,D
EPI_ISL_10135656,133,D
EPI_ISL_3253128,133,D
EPI_ISL_10139790,133,D
EPI_ISL_10134027,133,D
EPI_ISL_3298612,133,D
EPI_ISL_3298527,133,D
EPI_ISL_10134761,133,D
EPI_ISL_10141644,133,D
EPI_ISL_3088005,133,D
EPI_ISL_10131058,133,D
EPI_ISL_3118011,133,D
EPI_ISL_10139984,133,D
EPI_ISL_3374909,133,D
EPI_ISL_10149024,133,D
EPI_ISL_3356228,133,D
EPI_ISL_10133510,133,D
EPI_ISL_10141697,133,D
EPI_ISL_3204917,133,D
EPI_ISL_10136956,133,D
EPI_ISL_3154649,133,D
EPI_ISL_10143435,133,D
EPI_ISL_3136413,133,D
EPI_ISL_10134812,133,D
EPI_ISL_10134752,133,D
EPI_ISL_10129795,133,D
EPI_ISL_3298405,133,D
EPI_ISL_10131143,133,D
EPI_ISL_10135397,133,D
EPI_ISL_10131694,133,D
EPI_ISL_3591081,133,D
EPI_ISL_10132600,133,D
EPI_ISL_10131041,133,D
EPI_ISL_3298541,133,D
EPI_ISL_10140789,133,D
EPI_ISL_3374920,133,D
EPI_ISL_10134166,133,D
EPI_ISL_10131125,133,D
EPI_ISL_10140175,133,D
EPI_ISL_3739567,133,D
EPI_ISL_10142277,133,D
EPI_ISL_3716916,133,D
EPI_ISL_10130950,133,D
EPI_ISL_3375083,133,D
EPI_ISL_3503020,133,D
EPI_ISL_10136618,133,D
EPI_ISL_3136297,133,D
EPI_ISL_10131633,133,D
EPI_ISL_3205106,133,D
EPI_ISL_3205127,133,D
EPI_ISL_10137931,133,D
EPI_ISL_3374950,133,D
EPI_ISL_10136605,133,D
EPI_ISL_10132763,133,D
EPI_ISL_10130067,133,D
EPI_ISL_3253221,133,D
EPI_ISL_10136180,133,D
EPI_ISL_3591165,133,D
EPI_ISL_3502971,133,D
EPI_ISL_3716946,133,D
EPI_ISL_3253061,133,D
EPI_ISL_10139181,133,D
EPI_ISL_10134778,133,D
EPI_ISL_3298404,133,D
EPI_ISL_3253146,133,D
EPI_ISL_10135894,133,D
EPI_ISL_3298488,133,D
EPI_ISL_3253032,133,D
EPI_ISL_10136887,133,D
EPI_ISL_10143753,133,D
EPI_ISL_10136093,133,D
EPI_ISL_3253217,133,D
EPI_ISL_3739417,133,D
EPI_ISL_10142268,133,D
EPI_ISL_3468049,133,D
EPI_ISL_10140258,133,D
EPI_ISL_10136157,133,D
EPI_ISL_10136606,133,D
EPI_ISL_10143975,133,D
EPI_ISL_3535429,133,D
EPI_ISL_3253219,133,D
EPI_ISL_10144051,133,D
EPI_ISL_3671953,133,D
EPI_ISL_3375007,133,D
EPI_ISL_3356052,133,D
EPI_ISL_10138095,133,D
EPI_ISL_10129721,133,D
EPI_ISL_3672165,133,D
EPI_ISL_3467846,133,D
EPI_ISL_10131702,133,D
EPI_ISL_3467580,133,D
EPI_ISL_10139602,133,D
EPI_ISL_10131666,133,D
EPI_ISL_3799310,133,D
EPI_ISL_3205306,133,D
EPI_ISL_10134568,133,D
EPI_ISL_10138104,133,D
EPI_ISL_10142226,133,D
EPI_ISL_10142237,133,D
EPI_ISL_10137915,133,D
EPI_ISL_10143738,133,D
EPI_ISL_3356046,133,D
EPI_ISL_10139006,133,D
EPI_ISL_3716926,133,D
EPI_ISL_3739452,133,D
EPI_ISL_10133241,133,D
EPI_ISL_3205082,133,D
EPI_ISL_3739349,133,D
EPI_ISL_3058440,133,D
EPI_ISL_3058313,133,D
EPI_ISL_10138094,133,D
EPI_ISL_10142687,133,D
EPI_ISL_10134496,133,D
EPI_ISL_10138229,133,D
EPI_ISL_10142311,133,D
EPI_ISL_3716917,133,D
EPI_ISL_10131050,133,D
EPI_ISL_10130196,133,D
EPI_ISL_10142297,133,D
EPI_ISL_3247738,133,D
EPI_ISL_3671954,133,D
EPI_ISL_3247550,133,D
EPI_ISL_2968131,133,D
EPI_ISL_10134182,133,D
EPI_ISL_10131645,133,D
EPI_ISL_3088010,133,D
EPI_ISL_3739491,133,D
EPI_ISL_3374922,133,D
EPI_ISL_2984305,133,D
EPI_ISL_3535358,133,D
EPI_ISL_10131078,133,D
EPI_ISL_10138996,133,D
EPI_ISL_3591138,133,D
EPI_ISL_10142129,133,D
EPI_ISL_10137390,133,D
EPI_ISL_10131039,133,D
EPI_ISL_3356088,133,D
EPI_ISL_3247722,133,D
EPI_ISL_3088001,133,D
EPI_ISL_10144545,133,D
EPI_ISL_10142884,133,D
EPI_ISL_3088016,133,D
EPI_ISL_3591148,133,D
EPI_ISL_10142875,133,D
EPI_ISL_3468041,133,D
EPI_ISL_3503114,133,D
EPI_ISL_10141299,133,D
EPI_ISL_3118036,133,D
EPI_ISL_3298551,133,D
EPI_ISL_3205140,133,D
EPI_ISL_10142617,133,D
EPI_ISL_3088253,133,D
EPI_ISL_10139629,133,D
EPI_ISL_3672020,133,D
EPI_ISL_10136932,133,D
EPI_ISL_10136084,133,D
EPI_ISL_3591068,133,D
EPI_ISL_10134495,133,D
EPI_ISL_3247724,133,D
EPI_ISL_10142830,133,D
EPI_ISL_3253216,133,D
EPI_ISL_3247616,133,D
EPI_ISL_3356021,133,D
EPI_ISL_10134042,133,D
EPI_ISL_3088022,133,D
EPI_ISL_10141622,133,D
EPI_ISL_3374897,133,D
EPI_ISL_3591056,133,D
EPI_ISL_3058301,133,D
EPI_ISL_10134656,133,D
EPI_ISL_10139627,133,D
EPI_ISL_3205261,133,D
EPI_ISL_10135927,133,D
EPI_ISL_3247653,133,D
EPI_ISL_10139640,133,D
EPI_ISL_10134777,133,D
EPI_ISL_10130790,133,D
EPI_ISL_10137371,133,D
EPI_ISL_3205313,133,D
EPI_ISL_3058420,133,D
EPI_ISL_3298389,133,D
EPI_ISL_10131855,133,D
EPI_ISL_10139621,133,D
EPI_ISL_10140630,133,D
EPI_ISL_3739513,133,D
EPI_ISL_3204924,133,D
EPI_ISL_2932037,133,D
EPI_ISL_3672045,133,D
EPI_ISL_10133357,133,D
EPI_ISL_3672125,133,D
EPI_ISL_10135766,133,D
EPI_ISL_10143405,133,D
EPI_ISL_3247536,133,D
EPI_ISL_10139206,133,D
EPI_ISL_3298561,133,D
EPI_ISL_10130701,133,D
EPI_ISL_3535354,133,D
EPI_ISL_3739333,133,D
EPI_ISL_3739355,133,D
EPI_ISL_3502968,133,D
EPI_ISL_10137815,133,D
EPI_ISL_3252985,133,D
EPI_ISL_3739290,133,D
EPI_ISL_10137821,133,D
EPI_ISL_10142052,133,D
EPI_ISL_10131604,133,D
EPI_ISL_10136636,133,D
EPI_ISL_3739457,133,D
EPI_ISL_10136816,133,D
EPI_ISL_3136256,133,D
EPI_ISL_3591071,133,D
EPI_ISL_10136010,133,D
EPI_ISL_3672137,133,D
EPI_ISL_10131123,133,D
EPI_ISL_3088205,133,D
EPI_ISL_10136803,133,D
EPI_ISL_10133703,133,D
EPI_ISL_3374954,133,D
EPI_ISL_10137622,133,D
EPI_ISL_10142026,133,D
EPI_ISL_3535478,133,D
EPI_ISL_10134799,133,D
EPI_ISL_10139239,133,D
EPI_ISL_10129638,133,D
EPI_ISL_3253225,133,D
EPI_ISL_10142303,133,D
EPI_ISL_3375068,133,D
EPI_ISL_3467703,133,D
EPI_ISL_10131070,133,D
EPI_ISL_10136115,133,D
EPI_ISL_3503068,133,D
EPI_ISL_10138106,133,D
EPI_ISL_3058345,133,D
EPI_ISL_10143181,133,D
EPI_ISL_3535533,133,D
EPI_ISL_10136095,133,D
EPI_ISL_10133608,133,D
EPI_ISL_3672148,133,D
EPI_ISL_3375032,133,D
EPI_ISL_3535375,133,D
EPI_ISL_2984401,133,D
EPI_ISL_3375008,133,D
EPI_ISL_3591060,133,D
EPI_ISL_10144629,133,D
EPI_ISL_3374914,133,D
EPI_ISL_3045621,133,D
EPI_ISL_3298408,133,D
EPI_ISL_10133956,133,D
EPI_ISL_3136471,133,D
EPI_ISL_10137463,133,D
EPI_ISL_10132536,133,D
EPI_ISL_3356220,133,D
EPI_ISL_10136908,133,D
EPI_ISL_10140783,133,D
EPI_ISL_10131711,133,D
EPI_ISL_10134140,133,D
EPI_ISL_10139644,133,D
EPI_ISL_3739334,133,D
EPI_ISL_3088187,133,D
EPI_ISL_3298530,133,D
EPI_ISL_10136177,133,D
EPI_ISL_10141341,133,D
EPI_ISL_10135323,133,D
EPI_ISL_3672169,133,D
EPI_ISL_10139331,133,D
EPI_ISL_3739472,133,D
EPI_ISL_10144583,133,D
EPI_ISL_10143464,133,D
EPI_ISL_3088124,133,D
EPI_ISL_10144442,133,D
EPI_ISL_10130963,133,D
EPI_ISL_10133687,133,D
EPI_ISL_3672088,133,D
EPI_ISL_3252987,133,D
EPI_ISL_10137487,133,D
EPI_ISL_2932006,133,D
EPI_ISL_10134057,133,D
EPI_ISL_3375024,133,D
EPI_ISL_10131057,133,D
EPI_ISL_3298559,133,D
EPI_ISL_10136817,133,D
EPI_ISL_10142709,133,D
EPI_ISL_3205252,133,D
EPI_ISL_10134302,133,D
EPI_ISL_10142910,133,D
EPI_ISL_3088190,133,D
EPI_ISL_3205272,133,D
EPI_ISL_10144655,133,D
EPI_ISL_10133691,133,D
EPI_ISL_4130239,133,D
EPI_ISL_10131325,133,D
EPI_ISL_10137838,133,D
EPI_ISL_10142041,133,D
EPI_ISL_10129886,133,D
EPI_ISL_10142214,133,D
EPI_ISL_3298533,133,D
