cluster,irish_samples
1,1
2,1
3,3
4,1
5,3
6,1
7,20
8,1
9,6
10,1
11,5
12,14
13,1
14,7
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,5
24,5
25,21
26,3
27,4
28,2
29,2
30,114
31,63
32,1
33,124
34,6
35,1
36,5
37,3
38,3
39,1
40,13
41,1
