node	country
EPI_ISL_579505	Oceania / New Zealand
EPI_ISL_456364	Oceania / New Zealand
EPI_ISL_579426	Oceania / New Zealand
EPI_ISL_456374	Oceania / New Zealand
EPI_ISL_456363	Oceania / New Zealand
EPI_ISL_456358	Oceania / New Zealand
EPI_ISL_456365	Oceania / New Zealand
EPI_ISL_456367	Oceania / New Zealand
EPI_ISL_456352	Oceania / New Zealand
EPI_ISL_456362	Oceania / New Zealand
EPI_ISL_579503	Oceania / New Zealand
EPI_ISL_574968	Europe / Switzerland
EPI_ISL_528169	Europe / Switzerland
EPI_ISL_528167	Europe / Switzerland
EPI_ISL_488309	England
EPI_ISL_488372	England
EPI_ISL_492595	England
EPI_ISL_481951	England
EPI_ISL_488265	England
EPI_ISL_492418	England
EPI_ISL_457116	England
EPI_ISL_544538	North America / USA
EPI_ISL_434901	North America / USA
EPI_ISL_1586025	Europe / Iceland
EPI_ISL_1586475	Europe / Iceland
EPI_ISL_1586022	Europe / Iceland
EPI_ISL_1068081	South America / Brazil
EPI_ISL_1068080	South America / Brazil
node_1515438	Asia / United Arab Emirates
node_1515440	Asia / United Arab Emirates
EPI_ISL_698543	Asia / United Arab Emirates
EPI_ISL_541340	South America / Brazil
node_1515443	Asia / United Arab Emirates
node_1515444	Asia / United Arab Emirates
EPI_ISL_510549	Asia / South Korea
node_1515445	Asia / United Arab Emirates
EPI_ISL_859945	Asia / United Arab Emirates
node_1515447	Asia / United Arab Emirates
node_1515448	Asia / United Arab Emirates
EPI_ISL_5143047	Asia / United Arab Emirates
EPI_ISL_5143052	Asia / United Arab Emirates
EPI_ISL_698832	Asia / United Arab Emirates
EPI_ISL_859961	Asia / United Arab Emirates
EPI_ISL_520700	Asia / United Arab Emirates
node_1515450	Asia / United Arab Emirates
EPI_ISL_5143046	Asia / United Arab Emirates
EPI_ISL_698199	Asia / United Arab Emirates
EPI_ISL_469281	Asia / United Arab Emirates
EPI_ISL_482762	Africa / Egypt
EPI_ISL_482760	Africa / Egypt
EPI_ISL_481587	Europe / Finland
EPI_ISL_481551	Europe / Finland
EPI_ISL_481567	Europe / Finland
EPI_ISL_481566	Europe / Finland
EPI_ISL_1231255	Europe / Finland
EPI_ISL_1233203	Europe / Finland
EPI_ISL_1217220	Europe / Finland
EPI_ISL_1229397	Europe / Finland
EPI_ISL_1229396	Europe / Finland
EPI_ISL_467508	Africa / South Africa
EPI_ISL_467518	Africa / South Africa
EPI_ISL_860631	Africa / South Africa
EPI_ISL_523473	Europe / Netherlands
node_146692	Oceania / Australia
EPI_ISL_468824	Europe / Spain
EPI_ISL_447477	Europe / Spain
EPI_ISL_468852	Europe / Spain
EPI_ISL_1383039	Europe / Spain
EPI_ISL_425050	Europe / Belgium
node_146690.polytomy_72	England
node_146694	Europe / Spain
EPI_ISL_530068	Europe / Spain
EPI_ISL_831065	Europe / Spain
EPI_ISL_831049	Europe / Spain
EPI_ISL_831052	Europe / Spain
EPI_ISL_439780	England
node_146703	Wales
node_146687	Scotland
node_146695	Scotland
node_146699	Scotland
node_146705	Scotland
node_146707	Scotland
EPI_ISL_489013	Scotland
EPI_ISL_425716	Scotland
EPI_ISL_489656	Scotland
EPI_ISL_487815	Scotland
EPI_ISL_470009	Scotland
EPI_ISL_425741	Scotland
EPI_ISL_474622	Wales
node_146701	Wales
node_146704	Wales
EPI_ISL_2709005	Europe / Netherlands
EPI_ISL_2612276	Europe / Norway
EPI_ISL_467179	Europe / Spain
EPI_ISL_467157	Europe / Spain
EPI_ISL_493558	England
EPI_ISL_523403	Europe / Netherlands
node_147221	Europe / Poland
EPI_ISL_645028	Europe / Poland
EPI_ISL_645027	Europe / Poland
EPI_ISL_654662	Europe / Spain
EPI_ISL_654661	Europe / Spain
EPI_ISL_1383230	Europe / Spain
EPI_ISL_666606	Europe / Norway
EPI_ISL_1217188	Europe / Finland
EPI_ISL_1240125	Europe / Finland
EPI_ISL_432226	Wales
EPI_ISL_440279	England
node_147189	Scotland
node_147213	Scotland
node_147216	Scotland
EPI_ISL_449193	Scotland
EPI_ISL_459560	Scotland
node_147193	Europe / Norway
EPI_ISL_2333104	Europe / Norway
EPI_ISL_2549136	Europe / Norway
EPI_ISL_2612116	Europe / Norway
EPI_ISL_446210	Wales
EPI_ISL_422142	Wales
EPI_ISL_470080	Northern Ireland
EPI_ISL_469887	Northern Ireland
EPI_ISL_489335	Northern Ireland
EPI_ISL_448943	Northern Ireland
EPI_ISL_453466	Northern Ireland
EPI_ISL_585250	Northern Ireland
EPI_ISL_441401	Northern Ireland
node_147201	England
EPI_ISL_538802	England
EPI_ISL_439765	England
node_147225	England
EPI_ISL_500001	England
EPI_ISL_539089	England
EPI_ISL_488586	England
EPI_ISL_488647	England
EPI_ISL_499646	England
EPI_ISL_488697	England
EPI_ISL_488630	England
EPI_ISL_501622	England
EPI_ISL_517359	England
node_147224	Europe / Netherlands
EPI_ISL_461179	Europe / Netherlands
EPI_ISL_422719	Europe / Netherlands
EPI_ISL_474824	Europe / Spain
EPI_ISL_474813	Europe / Spain
EPI_ISL_538026	Europe / Spain
EPI_ISL_978519	South America / Brazil
EPI_ISL_455346	Europe / Spain
EPI_ISL_530018	Europe / Spain
EPI_ISL_436336	Europe / Spain
node_147591	Europe / Spain
node_147593	Europe / Spain
EPI_ISL_425203	Europe / Spain
EPI_ISL_436310	Europe / Spain
node_147594	Europe / Spain
EPI_ISL_436330	Europe / Spain
EPI_ISL_452385	Europe / Spain
EPI_ISL_467852	North America / USA
EPI_ISL_436267	Europe / Spain
EPI_ISL_417967	Europe / Spain
EPI_ISL_421519	Europe / Spain
EPI_ISL_538030	Europe / Spain
EPI_ISL_779758	Europe / Spain
node_147589.polytomy_117	North America / Canada
node_147589.polytomy_104	Europe / Portugal
node_147595	North America / USA
EPI_ISL_482412	North America / USA
EPI_ISL_468864	Europe / Spain
EPI_ISL_500308	Europe / Spain
EPI_ISL_452623	Europe / Spain
EPI_ISL_510397	Europe / Spain
EPI_ISL_500303	Europe / Spain
EPI_ISL_500326	Europe / Spain
EPI_ISL_510394	Europe / Spain
EPI_ISL_452643	Europe / Spain
EPI_ISL_500331	Europe / Spain
EPI_ISL_510473	Europe / Spain
EPI_ISL_468946	Europe / Spain
EPI_ISL_468916	Europe / Spain
node_147619	Europe / Spain
EPI_ISL_1383089	Europe / Spain
EPI_ISL_1383000	Europe / Spain
EPI_ISL_1382947	Europe / Spain
EPI_ISL_1382943	Europe / Spain
EPI_ISL_510285	Europe / Spain
EPI_ISL_480971	Europe / Spain
EPI_ISL_468902	Europe / Spain
EPI_ISL_481004	Europe / Spain
EPI_ISL_1382949	Europe / Spain
EPI_ISL_1383131	Europe / Spain
EPI_ISL_1383155	Europe / Spain
EPI_ISL_1383111	Europe / Spain
EPI_ISL_1383187	Europe / Spain
EPI_ISL_1383059	Europe / Spain
EPI_ISL_1383080	Europe / Spain
EPI_ISL_1383085	Europe / Spain
EPI_ISL_1382984	Europe / Spain
EPI_ISL_1383104	Europe / Spain
EPI_ISL_1383221	Europe / Spain
EPI_ISL_420756	England
EPI_ISL_420755	England
EPI_ISL_583606	Europe / Austria
EPI_ISL_1383090	Europe / Spain
EPI_ISL_1382987	Europe / Spain
EPI_ISL_468940	Europe / Spain
EPI_ISL_500307	Europe / Spain
EPI_ISL_1383213	Europe / Spain
EPI_ISL_1383214	Europe / Spain
node_147621	North America / Costa Rica
EPI_ISL_434533	North America / Costa Rica
EPI_ISL_491442	North America / Costa Rica
EPI_ISL_434535	North America / Costa Rica
EPI_ISL_491449	North America / Costa Rica
EPI_ISL_481032	Europe / Spain
EPI_ISL_468842	Europe / Spain
node_159872	Europe / Spain
EPI_ISL_500287	Europe / Spain
EPI_ISL_458130	Europe / Spain
EPI_ISL_3568398	Oceania / Australia
EPI_ISL_468849	Europe / Spain
EPI_ISL_462447	Europe / Spain
EPI_ISL_462448	Europe / Spain
EPI_ISL_468993	Europe / Spain
node_159875	Asia / Hong Kong
EPI_ISL_480981	Europe / Spain
EPI_ISL_481034	Europe / Spain
EPI_ISL_819311	Europe / Spain
EPI_ISL_819344	Europe / Spain
node_159864	South America / Chile
EPI_ISL_445314	South America / Chile
EPI_ISL_801602	South America / Chile
EPI_ISL_698743	Asia / United Arab Emirates
EPI_ISL_698865	Asia / United Arab Emirates
EPI_ISL_528719	Asia / United Arab Emirates
node_159867	Asia / United Arab Emirates
node_159869	Asia / United Arab Emirates
EPI_ISL_698403	Asia / United Arab Emirates
EPI_ISL_698813	Asia / United Arab Emirates
node_159866	Europe / Portugal
EPI_ISL_731943	Europe / Portugal
EPI_ISL_511733	Europe / Portugal
EPI_ISL_731944	Europe / Portugal
EPI_ISL_511541	Europe / Portugal
EPI_ISL_731942	Europe / Portugal
EPI_ISL_693548	Europe / Portugal
EPI_ISL_511503	Europe / Portugal
EPI_ISL_454053	Europe / Portugal
EPI_ISL_693549	Europe / Portugal
EPI_ISL_454070	Europe / Portugal
EPI_ISL_458696	England
EPI_ISL_458623	England
EPI_ISL_421174	Europe / Spain
node_159933	Europe / Spain
EPI_ISL_510470	Europe / Spain
node_159935	Europe / Spain
EPI_ISL_510409	Europe / Spain
EPI_ISL_480999	Europe / Spain
EPI_ISL_468922	Europe / Spain
EPI_ISL_510297	Europe / Spain
EPI_ISL_579567	North America / Canada
node_159938	Europe / Netherlands
node_159944	Europe / Netherlands
node_159946	Europe / Netherlands
EPI_ISL_455157	Europe / Netherlands
EPI_ISL_455211	Europe / Netherlands
EPI_ISL_455249	Europe / Netherlands
EPI_ISL_455208	Europe / Netherlands
EPI_ISL_455212	Europe / Netherlands
EPI_ISL_461349	Europe / Netherlands
EPI_ISL_422950	Europe / Netherlands
EPI_ISL_455299	Europe / Netherlands
EPI_ISL_506984	Asia / South Korea
EPI_ISL_421175	Europe / Spain
node_159951	Europe / Spain
EPI_ISL_510129	Europe / Spain
EPI_ISL_452346	Asia / China
node_159950.polytomy_67	Asia / Taiwan
EPI_ISL_421177	Europe / Spain
node_159953	Europe / Germany
EPI_ISL_796143	Europe / Spain
EPI_ISL_447483	Europe / Spain
EPI_ISL_796145	Europe / Spain
EPI_ISL_796071	Europe / Spain
EPI_ISL_796111	Europe / Spain
EPI_ISL_796142	Europe / Spain
EPI_ISL_796149	Europe / Spain
EPI_ISL_538025	Europe / Spain
EPI_ISL_452640	Europe / Spain
node_159956	North America / Mexico
EPI_ISL_2107096	Africa / Somalia
EPI_ISL_468801	Europe / Spain
EPI_ISL_467214	Europe / Spain
EPI_ISL_1382994	Europe / Spain
EPI_ISL_510338	Europe / Spain
EPI_ISL_654671	Europe / Spain
EPI_ISL_534329	Europe / Spain
EPI_ISL_529980	Europe / Spain
EPI_ISL_529987	Europe / Spain
EPI_ISL_683658	Europe / Spain
EPI_ISL_819309	Europe / Spain
node_159972	Asia / United Arab Emirates
node_159975	Europe / Iceland
EPI_ISL_683669	Europe / Spain
EPI_ISL_779762	Europe / Spain
EPI_ISL_2285149	Europe / Spain
EPI_ISL_538157	Europe / Spain
EPI_ISL_481062	Europe / Spain
EPI_ISL_536038	North America / Canada
EPI_ISL_496528	Asia / India
EPI_ISL_481109	Europe / Spain
EPI_ISL_529997	Europe / Spain
node_159980	Europe / Spain
EPI_ISL_447506	Europe / Spain
node_159982	North America / USA
EPI_ISL_1041963	Europe / Spain
EPI_ISL_1041964	Europe / Spain
EPI_ISL_1041962	Europe / Spain
node_166672	Europe / Spain
node_166673	Europe / Iceland
EPI_ISL_3470330	Europe / Spain
EPI_ISL_493199	Asia / Taiwan
EPI_ISL_1383044	Europe / Spain
EPI_ISL_728365	Europe / Spain
EPI_ISL_728361	Europe / Spain
EPI_ISL_728362	Europe / Spain
EPI_ISL_728364	Europe / Spain
EPI_ISL_660380	Europe / Sweden
EPI_ISL_898574	Asia / Japan
EPI_ISL_445273	South America / Chile
EPI_ISL_660378	Europe / Sweden
EPI_ISL_1382998	Europe / Spain
EPI_ISL_1382983	Europe / Spain
EPI_ISL_1383043	Europe / Spain
EPI_ISL_1383136	Europe / Spain
EPI_ISL_1383222	Europe / Spain
EPI_ISL_1383188	Europe / Spain
EPI_ISL_468926	Europe / Spain
EPI_ISL_500309	Europe / Spain
EPI_ISL_537427	Europe / Spain
node_166689	Europe / Spain
EPI_ISL_1383127	Europe / Spain
EPI_ISL_1383062	Europe / Spain
EPI_ISL_1383106	Europe / Spain
EPI_ISL_444975	Europe / Spain
EPI_ISL_467145	Europe / Spain
EPI_ISL_529988	Europe / Spain
EPI_ISL_530014	Europe / Spain
EPI_ISL_529978	Europe / Spain
EPI_ISL_579461	Oceania / New Zealand
node_166697	North America / USA
EPI_ISL_1383046	Europe / Spain
EPI_ISL_1383048	Europe / Spain
EPI_ISL_1383077	Europe / Spain
EPI_ISL_1383050	Europe / Spain
EPI_ISL_1383120	Europe / Spain
EPI_ISL_1383208	Europe / Spain
EPI_ISL_538150	Europe / Spain
EPI_ISL_1383223	Europe / Spain
EPI_ISL_530089	Europe / Spain
EPI_ISL_1523526	North America / USA
EPI_ISL_448775	England
EPI_ISL_467260	Europe / Spain
EPI_ISL_530052	Europe / Spain
node_166708	Europe / Spain
EPI_ISL_474881	Europe / Spain
EPI_ISL_510441	Europe / Spain
node_166707.polytomy_117	North America / Canada
EPI_ISL_1383021	Europe / Spain
EPI_ISL_481078	Europe / Spain
EPI_ISL_452672	Europe / Spain
EPI_ISL_452646	Europe / Spain
EPI_ISL_467152	Europe / Spain
EPI_ISL_480952	Europe / Spain
EPI_ISL_467208	Europe / Spain
EPI_ISL_467184	Europe / Spain
EPI_ISL_468340	Europe / Spain
EPI_ISL_468339	Europe / Spain
EPI_ISL_1383112	Europe / Spain
EPI_ISL_1382917	Europe / Spain
EPI_ISL_1383119	Europe / Spain
EPI_ISL_1383217	Europe / Spain
node_166724	Europe / Germany
EPI_ISL_436217	Europe / Spain
EPI_ISL_468997	Europe / Spain
EPI_ISL_462253	Europe / Belgium
EPI_ISL_441161	England
EPI_ISL_468816	Europe / Spain
EPI_ISL_510371	Europe / Spain
EPI_ISL_510202	Europe / Spain
node_166729	Europe / Spain
EPI_ISL_1383030	Europe / Spain
EPI_ISL_1382971	Europe / Spain
EPI_ISL_1383038	Europe / Spain
EPI_ISL_1383191	Europe / Spain
EPI_ISL_436371	Europe / Spain
EPI_ISL_474809	Europe / Spain
EPI_ISL_454104	Europe / Portugal
EPI_ISL_660432	Europe / France
EPI_ISL_510191	Europe / Spain
EPI_ISL_530040	Europe / Spain
EPI_ISL_529973	Europe / Spain
EPI_ISL_1383194	Europe / Spain
EPI_ISL_529977	Europe / Spain
EPI_ISL_530010	Europe / Spain
EPI_ISL_819337	Europe / Spain
EPI_ISL_424345	North America / Mexico
EPI_ISL_8907802	Europe / Russia
EPI_ISL_429315	Europe / Denmark
EPI_ISL_11172657	Africa / Tunisia
EPI_ISL_455691	Asia / China
node_159986	Europe / Romania
node_166663	England
node_159881	North America / USA
node_159924	North America / USA
EPI_ISL_496929	North America / USA
EPI_ISL_603873	North America / USA
EPI_ISL_424233	North America / USA
EPI_ISL_452292	North America / USA
EPI_ISL_423026	North America / USA
EPI_ISL_495615	North America / USA
EPI_ISL_424881	North America / USA
EPI_ISL_485868	North America / USA
EPI_ISL_583849	Europe / Austria
node_166675	Europe / Austria
EPI_ISL_583671	Europe / Austria
EPI_ISL_475801	Europe / Austria
EPI_ISL_583687	Europe / Austria
EPI_ISL_438072	Europe / Austria
EPI_ISL_475784	Europe / Austria
EPI_ISL_419661	Europe / Austria
EPI_ISL_438090	Europe / Austria
EPI_ISL_438055	Europe / Austria
EPI_ISL_438089	Europe / Austria
EPI_ISL_438073	Europe / Austria
EPI_ISL_438119	Europe / Austria
EPI_ISL_583634	Europe / Austria
EPI_ISL_583700	Europe / Austria
EPI_ISL_583679	Europe / Austria
EPI_ISL_438105	Europe / Austria
EPI_ISL_475783	Europe / Austria
EPI_ISL_475799	Europe / Austria
EPI_ISL_583672	Europe / Austria
EPI_ISL_2425886	Europe / Norway
EPI_ISL_2425971	Europe / Norway
EPI_ISL_2643823	Europe / Slovenia
EPI_ISL_635236	Europe / Slovenia
EPI_ISL_511374	Europe / Portugal
EPI_ISL_421492	Europe / Portugal
EPI_ISL_511316	Europe / Portugal
node_166681	Europe / Portugal
node_166686	Europe / Portugal
EPI_ISL_454147	Europe / Portugal
EPI_ISL_511041	Europe / Portugal
EPI_ISL_511246	Europe / Portugal
node_159882	England
node_159960	England
node_159968	England
EPI_ISL_465115	England
EPI_ISL_488755	England
EPI_ISL_517084	England
EPI_ISL_478621	England
EPI_ISL_420248	England
EPI_ISL_466196	England
node_166690	England
EPI_ISL_439945	England
node_166735	England
EPI_ISL_443909	England
EPI_ISL_432925	England
EPI_ISL_612404	England
EPI_ISL_441326	England
EPI_ISL_458633	England
EPI_ISL_488606	England
EPI_ISL_517315	England
EPI_ISL_499738	England
EPI_ISL_439391	England
EPI_ISL_439441	England
EPI_ISL_443730	England
node_159888	Europe / Iceland
node_166680	Europe / Iceland
EPI_ISL_424484	Europe / Iceland
EPI_ISL_417647	Europe / Iceland
EPI_ISL_433419	Scotland
EPI_ISL_473513	Scotland
node_159947	Scotland
node_159958	Scotland
node_159959	Scotland
EPI_ISL_487957	Scotland
node_166674	Scotland
node_166677	Scotland
node_166682	Scotland
EPI_ISL_439259	Scotland
EPI_ISL_487864	Scotland
EPI_ISL_456966	Scotland
EPI_ISL_477930	Scotland
EPI_ISL_487836	Scotland
EPI_ISL_433580	Scotland
EPI_ISL_487662	Scotland
EPI_ISL_459519	Scotland
EPI_ISL_478165	Scotland
EPI_ISL_425995	Scotland
EPI_ISL_425959	Scotland
EPI_ISL_473555	Scotland
EPI_ISL_473839	Scotland
EPI_ISL_425874	Scotland
EPI_ISL_456967	Scotland
EPI_ISL_478173	Scotland
EPI_ISL_433098	Scotland
EPI_ISL_489633	Scotland
EPI_ISL_453157	Scotland
EPI_ISL_453185	Scotland
EPI_ISL_456953	Scotland
EPI_ISL_473828	Scotland
EPI_ISL_473529	Scotland
EPI_ISL_491623	Scotland
EPI_ISL_493901	Scotland
EPI_ISL_456973	Scotland
EPI_ISL_461599	Scotland
EPI_ISL_473845	Scotland
EPI_ISL_491605	Scotland
EPI_ISL_425729	Scotland
EPI_ISL_433335	Scotland
EPI_ISL_433640	Scotland
EPI_ISL_439332	Scotland
EPI_ISL_439352	Scotland
EPI_ISL_439365	Scotland
EPI_ISL_487848	Scotland
EPI_ISL_487765	Scotland
EPI_ISL_487966	Scotland
EPI_ISL_487987	Scotland
EPI_ISL_533351	Scotland
EPI_ISL_433418	Scotland
EPI_ISL_537724	Europe / Canary Islands
EPI_ISL_537708	Europe / Canary Islands
EPI_ISL_537706	Europe / Canary Islands
EPI_ISL_474912	Europe / Canary Islands
EPI_ISL_537703	Europe / Canary Islands
EPI_ISL_537716	Europe / Canary Islands
EPI_ISL_538459	Asia / Singapore
EPI_ISL_443238	Asia / Singapore
EPI_ISL_648075	Asia / Singapore
EPI_ISL_837612	North America / Mexico
EPI_ISL_1301621	North America / Mexico
EPI_ISL_648595	North America / Mexico
EPI_ISL_500600	Oceania / Australia
EPI_ISL_483098	Oceania / Australia
EPI_ISL_639798	Oceania / Australia
EPI_ISL_430481	Oceania / Australia
EPI_ISL_536126	North America / Canada
EPI_ISL_805581	North America / Canada
EPI_ISL_806394	North America / Canada
EPI_ISL_463971	North America / Canada
EPI_ISL_890744	North America / Canada
EPI_ISL_462160	Europe / Belgium
EPI_ISL_434355	Europe / Belgium
EPI_ISL_1181766	Europe / Italy
node_166698	Europe / Italy
EPI_ISL_877022	Europe / Italy
EPI_ISL_456155	South America / Colombia
EPI_ISL_447756	South America / Colombia
EPI_ISL_753948	Europe / Germany
EPI_ISL_776556	Europe / Germany
EPI_ISL_618313	Europe / Denmark
EPI_ISL_429284	Europe / Denmark
EPI_ISL_452010	Europe / Denmark
EPI_ISL_649968	Europe / France
node_166730	Europe / France
EPI_ISL_6329905	Europe / France
EPI_ISL_2596481	Europe / France
EPI_ISL_2596701	Europe / France
EPI_ISL_445252	South America / Chile
EPI_ISL_801587	South America / Chile
EPI_ISL_801608	South America / Chile
EPI_ISL_1303032	South America / Chile
EPI_ISL_801586	South America / Chile
EPI_ISL_530057	Europe / Spain
EPI_ISL_530058	Europe / Spain
EPI_ISL_510495	Europe / Spain
EPI_ISL_468828	Europe / Spain
EPI_ISL_1382967	Europe / Spain
EPI_ISL_421178	Europe / Spain
EPI_ISL_452663	Europe / Spain
node_166761	Europe / Spain
EPI_ISL_1383133	Europe / Spain
EPI_ISL_452477	Europe / Spain
EPI_ISL_452636	Europe / Spain
node_166763	Europe / Hungary
EPI_ISL_530039	Europe / Spain
EPI_ISL_468990	Europe / Spain
EPI_ISL_530066	Europe / Spain
EPI_ISL_529989	Europe / Spain
EPI_ISL_462446	Asia / Japan
node_166760.polytomy_104	Europe / Portugal
EPI_ISL_474935	Europe / Spain
EPI_ISL_474894	Europe / Spain
EPI_ISL_526221	Europe / Hungary
node_166817	Europe / Hungary
node_166815	Europe / Sweden
EPI_ISL_3085614	Europe / Sweden
EPI_ISL_537347	Europe / Spain
EPI_ISL_537350	Europe / Spain
EPI_ISL_537343	Europe / Spain
node_166821	Europe / Spain
EPI_ISL_537341	Europe / Spain
EPI_ISL_537335	Europe / Spain
EPI_ISL_537359	Europe / Spain
EPI_ISL_537342	Europe / Spain
EPI_ISL_537371	Europe / Spain
EPI_ISL_537327	Europe / Spain
EPI_ISL_537331	Europe / Spain
EPI_ISL_537355	Europe / Spain
EPI_ISL_537368	Europe / Spain
EPI_ISL_537358	Europe / Spain
EPI_ISL_537369	Europe / Spain
EPI_ISL_537351	Europe / Spain
EPI_ISL_537353	Europe / Spain
EPI_ISL_537365	Europe / Spain
EPI_ISL_537339	Europe / Spain
EPI_ISL_537354	Europe / Spain
EPI_ISL_537370	Europe / Spain
EPI_ISL_537373	Europe / Spain
EPI_ISL_537337	Europe / Spain
EPI_ISL_537367	Europe / Spain
EPI_ISL_537676	Europe / Spain
EPI_ISL_537330	Europe / Spain
EPI_ISL_537332	Europe / Spain
EPI_ISL_537357	Europe / Spain
EPI_ISL_537334	Europe / Spain
EPI_ISL_537336	Europe / Spain
EPI_ISL_537340	Europe / Spain
EPI_ISL_537349	Europe / Spain
EPI_ISL_537346	Europe / Spain
EPI_ISL_537361	Europe / Spain
EPI_ISL_537366	Europe / Spain
EPI_ISL_537338	Europe / Spain
EPI_ISL_537344	Europe / Spain
EPI_ISL_537372	Europe / Spain
EPI_ISL_537348	Europe / Spain
EPI_ISL_537352	Europe / Spain
EPI_ISL_537362	Europe / Spain
EPI_ISL_537374	Europe / Spain
EPI_ISL_537299	Europe / Spain
EPI_ISL_537304	Europe / Spain
EPI_ISL_537300	Europe / Spain
EPI_ISL_537306	Europe / Spain
node_166823	Europe / Spain
EPI_ISL_537310	Europe / Spain
node_166824	Europe / Spain
EPI_ISL_537301	Europe / Spain
EPI_ISL_537305	Europe / Spain
EPI_ISL_537312	Europe / Spain
EPI_ISL_537303	Europe / Spain
EPI_ISL_537308	Europe / Spain
EPI_ISL_537311	Europe / Spain
EPI_ISL_537307	Europe / Spain
EPI_ISL_537313	Europe / Spain
EPI_ISL_537309	Europe / Spain
EPI_ISL_537302	Europe / Spain
EPI_ISL_537298	Europe / Spain
EPI_ISL_537317	Europe / Spain
EPI_ISL_537316	Europe / Spain
EPI_ISL_537322	Europe / Spain
node_166826	Europe / Spain
EPI_ISL_537377	Europe / Spain
EPI_ISL_537663	Europe / Spain
EPI_ISL_537321	Europe / Spain
EPI_ISL_537644	Europe / Spain
EPI_ISL_537652	Europe / Spain
EPI_ISL_537638	Europe / Spain
EPI_ISL_537319	Europe / Spain
EPI_ISL_537651	Europe / Spain
EPI_ISL_537320	Europe / Spain
EPI_ISL_509724	North America / USA
EPI_ISL_509725	North America / USA
EPI_ISL_614598	Europe / Denmark
node_166833	Europe / Denmark
node_166839	South America / Bolivia
EPI_ISL_5147782	South America / Bolivia
EPI_ISL_5148160	South America / Bolivia
EPI_ISL_5148178	South America / Bolivia
EPI_ISL_5148191	South America / Bolivia
EPI_ISL_530101	Europe / Spain
node_166867	South America / Bolivia
EPI_ISL_5147791	South America / Bolivia
node_166835.polytomy_145	South America / Chile
EPI_ISL_837577	South America / Bolivia
EPI_ISL_837568	South America / Bolivia
EPI_ISL_837571	South America / Bolivia
EPI_ISL_837578	South America / Bolivia
EPI_ISL_1383084	Europe / Spain
EPI_ISL_1383086	Europe / Spain
EPI_ISL_452476	Europe / Spain
EPI_ISL_1383184	Europe / Spain
EPI_ISL_1494096	North America / USA
EPI_ISL_1652285	North America / USA
EPI_ISL_444580	North America / USA
EPI_ISL_1225395	North America / Panama
EPI_ISL_1225346	North America / Panama
EPI_ISL_648336	Africa / Equatorial Guinea
EPI_ISL_648334	Africa / Equatorial Guinea
EPI_ISL_953424	Africa / Equatorial Guinea
EPI_ISL_953425	Africa / Equatorial Guinea
EPI_ISL_648350	Africa / Equatorial Guinea
EPI_ISL_648348	Africa / Equatorial Guinea
EPI_ISL_648326	Africa / Equatorial Guinea
EPI_ISL_648325	Africa / Equatorial Guinea
EPI_ISL_648307	Africa / Equatorial Guinea
EPI_ISL_953423	Africa / Equatorial Guinea
EPI_ISL_648344	Africa / Equatorial Guinea
EPI_ISL_649156	Africa / Equatorial Guinea
EPI_ISL_648310	Africa / Equatorial Guinea
EPI_ISL_648354	Africa / Equatorial Guinea
EPI_ISL_648347	Africa / Equatorial Guinea
EPI_ISL_648355	Africa / Equatorial Guinea
EPI_ISL_648352	Africa / Equatorial Guinea
EPI_ISL_648313	Africa / Equatorial Guinea
EPI_ISL_953419	Africa / Equatorial Guinea
EPI_ISL_648305	Africa / Equatorial Guinea
node_166912	Europe / Portugal
EPI_ISL_511107	Europe / Portugal
EPI_ISL_425750	Scotland
EPI_ISL_459565	Scotland
EPI_ISL_421338	North America / USA
EPI_ISL_456045	North America / USA
EPI_ISL_560415	North America / Canada
EPI_ISL_890427	North America / Canada
EPI_ISL_890428	North America / Canada
EPI_ISL_1170339	North America / Canada
EPI_ISL_456150	South America / Colombia
EPI_ISL_440397	England
EPI_ISL_468968	Europe / Spain
EPI_ISL_468980	Europe / Spain
EPI_ISL_538163	Europe / Spain
EPI_ISL_452615	Europe / Spain
EPI_ISL_428694	Europe / Spain
EPI_ISL_535984	North America / Canada
EPI_ISL_837679	North America / Mexico
EPI_ISL_837668	North America / Mexico
EPI_ISL_511527	Europe / Portugal
EPI_ISL_511506	Europe / Portugal
EPI_ISL_449251	Scotland
EPI_ISL_473563	Scotland
node_166956	Europe / Austria
EPI_ISL_475862	Europe / Austria
EPI_ISL_583689	Europe / Austria
EPI_ISL_475885	Europe / Austria
EPI_ISL_511642	Europe / Portugal
EPI_ISL_511646	Europe / Portugal
node_166986	Republic of Ireland
node_166988	Republic of Ireland
EPI_ISL_534333	Europe / Spain
EPI_ISL_534330	Europe / Spain
EPI_ISL_534332	Europe / Spain
EPI_ISL_534331	Europe / Spain
EPI_ISL_1272393	North America / Canada
EPI_ISL_1666719	North America / Canada
EPI_ISL_474831	Europe / Spain
EPI_ISL_474828	Europe / Spain
EPI_ISL_474826	Europe / Spain
EPI_ISL_474827	Europe / Spain
EPI_ISL_537713	Europe / Canary Islands
EPI_ISL_537718	Europe / Canary Islands
EPI_ISL_444680	North America / USA
EPI_ISL_802053	North America / USA
EPI_ISL_792122	South America / Argentina
node_167044	South America / Argentina
EPI_ISL_3241765	Europe / Spain
EPI_ISL_510937	Europe / Portugal
EPI_ISL_510923	Europe / Portugal
EPI_ISL_453826	Europe / Portugal
EPI_ISL_848132	Republic of Ireland
node_167070	Republic of Ireland
EPI_ISL_605070	Republic of Ireland
