node	country
node_3296	North America / USA
EPI_ISL_487435	Europe / Belgium
EPI_ISL_487434	Europe / Belgium
EPI_ISL_487433	Europe / Belgium
EPI_ISL_487436	Europe / Belgium
EPI_ISL_956104	North America / USA
EPI_ISL_956060	North America / USA
EPI_ISL_956255	North America / USA
EPI_ISL_956047	North America / USA
EPI_ISL_956147	North America / USA
EPI_ISL_458291	North America / USA
EPI_ISL_2691876	North America / USA
EPI_ISL_481151	Asia / India
EPI_ISL_481131	Asia / India
EPI_ISL_481152	Asia / India
EPI_ISL_776316	Europe / Germany
EPI_ISL_776489	Europe / Germany
EPI_ISL_776468	Europe / Germany
EPI_ISL_776484	Europe / Germany
EPI_ISL_776526	Europe / Germany
EPI_ISL_776527	Europe / Germany
EPI_ISL_776481	Europe / Germany
EPI_ISL_776495	Europe / Germany
EPI_ISL_463033	Asia / India
node_3478	Asia / India
EPI_ISL_776189	Europe / Germany
EPI_ISL_776186	Europe / Germany
EPI_ISL_776177	Europe / Germany
EPI_ISL_776175	Europe / Germany
EPI_ISL_776174	Europe / Germany
EPI_ISL_776231	Europe / Germany
EPI_ISL_776169	Europe / Germany
EPI_ISL_776480	Europe / Germany
EPI_ISL_776477	Europe / Germany
EPI_ISL_455760	Asia / India
node_3463	Asia / India
node_4333	North America / USA
EPI_ISL_848293	North America / USA
node_4336	North America / USA
EPI_ISL_417200	North America / USA
EPI_ISL_471203	North America / USA
node_4339	North America / USA
EPI_ISL_578512	North America / USA
EPI_ISL_806021	North America / Canada
EPI_ISL_8008727	North America / USA
EPI_ISL_2643998	Europe / Slovenia
EPI_ISL_626374	North America / USA
EPI_ISL_421328	North America / USA
EPI_ISL_421329	North America / USA
EPI_ISL_578380	North America / USA
EPI_ISL_578455	North America / USA
EPI_ISL_578445	North America / USA
EPI_ISL_578531	North America / USA
EPI_ISL_421324	North America / USA
EPI_ISL_421331	North America / USA
EPI_ISL_444606	North America / USA
EPI_ISL_578454	North America / USA
EPI_ISL_417514	North America / USA
EPI_ISL_421325	North America / USA
EPI_ISL_604850	North America / USA
EPI_ISL_2896824	North America / USA
EPI_ISL_698266	Asia / United Arab Emirates
EPI_ISL_698368	Asia / United Arab Emirates
EPI_ISL_698555	Asia / United Arab Emirates
node_3751	Asia / United Arab Emirates
EPI_ISL_698228	Asia / United Arab Emirates
EPI_ISL_698780	Asia / United Arab Emirates
EPI_ISL_698713	Asia / United Arab Emirates
node_4149	Asia / United Arab Emirates
EPI_ISL_698806	Asia / United Arab Emirates
node_4151	Asia / United Arab Emirates
node_4154	Europe / Denmark
EPI_ISL_614815	Europe / Denmark
node_4155	Europe / Denmark
EPI_ISL_614812	Europe / Denmark
EPI_ISL_614813	Europe / Denmark
EPI_ISL_614829	Europe / Denmark
EPI_ISL_614793	Europe / Denmark
EPI_ISL_614826	Europe / Denmark
EPI_ISL_614807	Europe / Denmark
EPI_ISL_622531	Europe / Denmark
EPI_ISL_622647	Europe / Denmark
EPI_ISL_622474	Europe / Denmark
EPI_ISL_622356	Europe / Denmark
EPI_ISL_450816	Europe / Sweden
EPI_ISL_445241	Europe / Sweden
EPI_ISL_622420	Europe / Denmark
node_4170	Asia / United Arab Emirates
node_4172	Asia / United Arab Emirates
EPI_ISL_698873	Asia / United Arab Emirates
EPI_ISL_698878	Asia / United Arab Emirates
node_4173	Asia / United Arab Emirates
EPI_ISL_698729	Asia / United Arab Emirates
EPI_ISL_698216	Asia / United Arab Emirates
EPI_ISL_698701	Asia / United Arab Emirates
node_4175	Asia / United Arab Emirates
EPI_ISL_698966	Asia / United Arab Emirates
EPI_ISL_698908	Asia / United Arab Emirates
node_4177	Asia / United Arab Emirates
EPI_ISL_698700	Asia / United Arab Emirates
EPI_ISL_698773	Asia / United Arab Emirates
EPI_ISL_698238	Asia / United Arab Emirates
EPI_ISL_698230	Asia / United Arab Emirates
EPI_ISL_698795	Asia / United Arab Emirates
EPI_ISL_698709	Asia / United Arab Emirates
EPI_ISL_698506	Asia / United Arab Emirates
EPI_ISL_698988	Asia / United Arab Emirates
EPI_ISL_698345	Asia / United Arab Emirates
EPI_ISL_698346	Asia / United Arab Emirates
EPI_ISL_698347	Asia / United Arab Emirates
EPI_ISL_698350	Asia / United Arab Emirates
EPI_ISL_698977	Asia / United Arab Emirates
EPI_ISL_698698	Asia / United Arab Emirates
EPI_ISL_698989	Asia / United Arab Emirates
EPI_ISL_698455	Asia / United Arab Emirates
EPI_ISL_698560	Asia / United Arab Emirates
EPI_ISL_698565	Asia / United Arab Emirates
EPI_ISL_523952	Asia / United Arab Emirates
EPI_ISL_520690	Asia / United Arab Emirates
EPI_ISL_520710	Asia / United Arab Emirates
EPI_ISL_698370	Asia / United Arab Emirates
node_4245	Asia / United Arab Emirates
EPI_ISL_698781	Asia / United Arab Emirates
EPI_ISL_698805	Asia / United Arab Emirates
node_3755	England
EPI_ISL_538757	England
EPI_ISL_538877	England
EPI_ISL_538828	England
EPI_ISL_539065	England
EPI_ISL_538867	England
EPI_ISL_538864	England
EPI_ISL_538871	England
EPI_ISL_500953	England
EPI_ISL_589279	England
EPI_ISL_483132	Oceania / Australia
EPI_ISL_468022	Oceania / Australia
EPI_ISL_457875	Africa / Kenya
EPI_ISL_568702	Africa / Kenya
EPI_ISL_515287	Asia / Thailand
EPI_ISL_515291	Asia / Thailand
EPI_ISL_455591	Asia / Thailand
EPI_ISL_437607	Asia / Thailand
EPI_ISL_515465	Asia / Thailand
EPI_ISL_455936	Asia / Thailand
EPI_ISL_693349	Asia / Thailand
EPI_ISL_693358	Asia / Thailand
EPI_ISL_515463	Asia / Thailand
EPI_ISL_512851	Asia / Thailand
EPI_ISL_956391	Asia / Cambodia
node_4529.polytomy_43	Asia / Hong Kong
EPI_ISL_515473	Asia / Thailand
EPI_ISL_515469	Asia / Thailand
EPI_ISL_693379	Asia / Thailand
EPI_ISL_455931	Asia / Thailand
EPI_ISL_512858	Asia / Thailand
EPI_ISL_515290	Asia / Thailand
EPI_ISL_515292	Asia / Thailand
EPI_ISL_455589	Asia / Thailand
EPI_ISL_918162	Asia / Thailand
EPI_ISL_693372	Asia / Thailand
EPI_ISL_479939	Asia / Japan
EPI_ISL_479940	Asia / Japan
EPI_ISL_498493	Oceania / Australia
EPI_ISL_451595	Oceania / Australia
EPI_ISL_1251263	Asia / India
EPI_ISL_1201104	Asia / India
EPI_ISL_1201107	Asia / India
EPI_ISL_1201126	Asia / India
EPI_ISL_520732	Asia / United Arab Emirates
EPI_ISL_520673	Asia / United Arab Emirates
node_1519173	Asia / United Arab Emirates
EPI_ISL_442812	England
EPI_ISL_469279	Asia / United Arab Emirates
node_1519178	Asia / United Arab Emirates
node_1519180	Asia / United Arab Emirates
EPI_ISL_520680	Asia / United Arab Emirates
EPI_ISL_525479	Asia / Sri Lanka
EPI_ISL_520707	Asia / United Arab Emirates
EPI_ISL_698178	Asia / United Arab Emirates
node_1519182	Asia / United Arab Emirates
node_1519183	Asia / United Arab Emirates
EPI_ISL_737935	Africa / Uganda
EPI_ISL_977294	Africa / Zambia
node_1519170.polytomy_44	Asia / India
node_1519170.polytomy_133	North America / USA
EPI_ISL_437322	Europe / Turkey
EPI_ISL_437323	Europe / Turkey
EPI_ISL_604126	North America / USA
EPI_ISL_571614	North America / USA
EPI_ISL_516283	North America / USA
EPI_ISL_603961	North America / USA
EPI_ISL_571045	North America / USA
node_1519083.polytomy_117	North America / Canada
EPI_ISL_428230	Asia / Taiwan
EPI_ISL_417524	Asia / Taiwan
EPI_ISL_422413	Asia / Taiwan
EPI_ISL_417523	Asia / Taiwan
EPI_ISL_426630	Asia / Taiwan
EPI_ISL_437325	Europe / Turkey
EPI_ISL_437327	Europe / Turkey
EPI_ISL_735344	Europe / Turkey
EPI_ISL_480276	Europe / Turkey
EPI_ISL_497808	Asia / Hong Kong
EPI_ISL_1289437	Asia / Hong Kong
EPI_ISL_887412	Europe / Germany
EPI_ISL_5878165	Europe / Germany
EPI_ISL_463002	Africa / Tunisia
node_1519089	Africa / Tunisia
EPI_ISL_430480	Oceania / Australia
EPI_ISL_427029	Oceania / Australia
EPI_ISL_3065952	Asia / Hong Kong
EPI_ISL_2710825	Asia / Hong Kong
EPI_ISL_419252	Asia / Hong Kong
EPI_ISL_419232	Asia / Hong Kong
EPI_ISL_419245	Asia / Hong Kong
EPI_ISL_419250	Asia / Hong Kong
EPI_ISL_419247	Asia / Hong Kong
EPI_ISL_497769	Asia / Hong Kong
EPI_ISL_497856	Asia / Hong Kong
EPI_ISL_415582	North America / Canada
EPI_ISL_445413	Wales
EPI_ISL_445405	Wales
EPI_ISL_427001	Oceania / Australia
EPI_ISL_2404977	Oceania / Australia
EPI_ISL_8767189	Oceania / Australia
EPI_ISL_3568316	Oceania / Australia
EPI_ISL_430679	Oceania / Australia
EPI_ISL_456421	Oceania / Australia
EPI_ISL_430587	Oceania / Australia
EPI_ISL_430596	Oceania / Australia
EPI_ISL_426750	Oceania / Australia
EPI_ISL_639808	Oceania / Australia
EPI_ISL_456224	Oceania / New Zealand
EPI_ISL_530276	Oceania / Australia
EPI_ISL_639761	Oceania / Australia
EPI_ISL_451561	Oceania / Australia
EPI_ISL_1201090	Asia / India
EPI_ISL_1201050	Asia / India
EPI_ISL_458395	England
EPI_ISL_469728	England
EPI_ISL_488322	England
EPI_ISL_442625	England
EPI_ISL_776004	Europe / Germany
EPI_ISL_776019	Europe / Germany
EPI_ISL_421357	North America / USA
EPI_ISL_421359	North America / USA
EPI_ISL_461749	Scotland
EPI_ISL_487713	Scotland
EPI_ISL_487735	Scotland
EPI_ISL_487884	Scotland
EPI_ISL_5636175	Europe / France
EPI_ISL_2757422	Europe / France
EPI_ISL_6329871	Europe / France
EPI_ISL_488583	England
EPI_ISL_488754	England
EPI_ISL_453599	England
EPI_ISL_449128	England
EPI_ISL_472800	Wales
EPI_ISL_422156	Wales
EPI_ISL_534844	England
EPI_ISL_534918	England
EPI_ISL_534854	England
EPI_ISL_492681	England
EPI_ISL_458955	England
EPI_ISL_660718	Europe / France
EPI_ISL_569318	Europe / France
EPI_ISL_500132	England
node_210.polytomy_134	Northern Ireland
EPI_ISL_488475	England
EPI_ISL_488804	England
EPI_ISL_488620	England
EPI_ISL_500832	North America / USA
EPI_ISL_479178	England
EPI_ISL_416675	North America / USA
EPI_ISL_417408	Oceania / Australia
EPI_ISL_427663	Oceania / Australia
EPI_ISL_525599	North America / USA
EPI_ISL_427725	Oceania / Australia
EPI_ISL_427723	Oceania / Australia
EPI_ISL_693274	Oceania / Australia
EPI_ISL_500634	Oceania / Australia
EPI_ISL_417732	Europe / Iceland
EPI_ISL_417668	Europe / Iceland
EPI_ISL_417670	Europe / Iceland
EPI_ISL_437611	Asia / Thailand
EPI_ISL_493139	Asia / Thailand
node_211	North America / Canada
EPI_ISL_536109	North America / Canada
EPI_ISL_535991	North America / Canada
EPI_ISL_536114	North America / Canada
EPI_ISL_485858	North America / USA
EPI_ISL_956072	North America / USA
EPI_ISL_604303	North America / USA
EPI_ISL_441786	England
EPI_ISL_440611	England
EPI_ISL_469949	Scotland
EPI_ISL_433299	Scotland
EPI_ISL_481960	England
EPI_ISL_481834	England
EPI_ISL_458709	England
EPI_ISL_458652	England
node_216	Wales
EPI_ISL_593614	Oceania / Australia
EPI_ISL_474220	Wales
node_218	England
EPI_ISL_445654	Wales
node_219	Wales
EPI_ISL_432301	Wales
EPI_ISL_445723	Wales
EPI_ISL_460344	North America / USA
EPI_ISL_432218	Wales
EPI_ISL_446679	Wales
EPI_ISL_432331	Wales
EPI_ISL_445725	Wales
EPI_ISL_448977	Northern Ireland
node_215.polytomy_140	Scotland
node_225	Wales
EPI_ISL_419496	Wales
EPI_ISL_445458	Wales
EPI_ISL_419425	Wales
EPI_ISL_452298	North America / USA
EPI_ISL_1586741	Europe / Iceland
EPI_ISL_1586216	Europe / Iceland
EPI_ISL_419803	Oceania / Australia
EPI_ISL_467344	South America / Brazil
EPI_ISL_623138	South America / Brazil
EPI_ISL_420013	Oceania / Australia
EPI_ISL_480560	Oceania / Australia
EPI_ISL_571706	North America / USA
EPI_ISL_604444	North America / USA
EPI_ISL_481786	England
EPI_ISL_458975	England
EPI_ISL_481926	England
node_258	England
EPI_ISL_459042	England
EPI_ISL_459012	England
EPI_ISL_458982	England
EPI_ISL_453003	England
EPI_ISL_456720	England
EPI_ISL_532253	England
EPI_ISL_589347	England
EPI_ISL_442180	England
EPI_ISL_443410	England
EPI_ISL_456596	Asia / Timor-Leste
EPI_ISL_456600	Asia / Timor-Leste
EPI_ISL_432250	Wales
EPI_ISL_432385	Wales
EPI_ISL_422071	Wales
EPI_ISL_791644	North America / USA
EPI_ISL_1168415	North America / USA
node_260	Europe / Iceland
EPI_ISL_1586421	Europe / Iceland
node_262	Europe / Iceland
EPI_ISL_424560	Europe / Iceland
EPI_ISL_1586447	Europe / Iceland
EPI_ISL_1586065	Europe / Iceland
EPI_ISL_1586287	Europe / Iceland
EPI_ISL_1586198	Europe / Iceland
EPI_ISL_424551	Europe / Iceland
node_264	Oceania / Australia
EPI_ISL_427119	Oceania / Australia
EPI_ISL_419961	Oceania / Australia
EPI_ISL_419903	Oceania / Australia
EPI_ISL_429995	Asia / Jordan
EPI_ISL_430000	Asia / Jordan
EPI_ISL_430011	Asia / Jordan
EPI_ISL_571161	North America / USA
EPI_ISL_447658	Europe / France
EPI_ISL_417292	England
EPI_ISL_465049	England
EPI_ISL_465041	England
EPI_ISL_419928	Oceania / Australia
EPI_ISL_10553064	North America / Canada
node_358	North America / Canada
EPI_ISL_566036	North America / USA
EPI_ISL_566044	North America / USA
EPI_ISL_566038	North America / USA
EPI_ISL_566037	North America / USA
EPI_ISL_418060	North America / USA
EPI_ISL_450023	North America / USA
EPI_ISL_440373	England
node_454	England
EPI_ISL_613283	England
EPI_ISL_539020	England
EPI_ISL_538979	England
EPI_ISL_816744	England
EPI_ISL_1476781	England
EPI_ISL_425968	Scotland
EPI_ISL_425949	Scotland
EPI_ISL_425892	Scotland
EPI_ISL_426014	Scotland
EPI_ISL_439082	Scotland
EPI_ISL_459651	Scotland
EPI_ISL_473619	Scotland
EPI_ISL_459539	Scotland
node_296	Scotland
EPI_ISL_456807	Scotland
EPI_ISL_461675	Scotland
EPI_ISL_459154	Scotland
EPI_ISL_456856	Scotland
EPI_ISL_453081	Scotland
EPI_ISL_461659	Scotland
EPI_ISL_500692	Oceania / Australia
EPI_ISL_527010	Oceania / Australia
EPI_ISL_631624	North America / USA
EPI_ISL_631951	North America / USA
EPI_ISL_490220	North America / USA
EPI_ISL_490219	North America / USA
EPI_ISL_1586149	Europe / Iceland
EPI_ISL_1586543	Europe / Iceland
node_362	Europe / Iceland
EPI_ISL_1586128	Europe / Iceland
EPI_ISL_1586750	Europe / Iceland
EPI_ISL_1586877	Europe / Iceland
EPI_ISL_1586804	Europe / Iceland
EPI_ISL_424548	Europe / Iceland
EPI_ISL_424547	Europe / Iceland
EPI_ISL_1586290	Europe / Iceland
EPI_ISL_1586237	Europe / Iceland
EPI_ISL_1586255	Europe / Iceland
EPI_ISL_734625	Europe / Belgium
EPI_ISL_734611	Europe / Belgium
EPI_ISL_734595	Europe / Belgium
EPI_ISL_734508	Europe / Belgium
EPI_ISL_734516	Europe / Belgium
EPI_ISL_734523	Europe / Belgium
EPI_ISL_734565	Europe / Belgium
EPI_ISL_417008	Europe / Belgium
EPI_ISL_417009	Europe / Belgium
EPI_ISL_1712777	Asia / Qatar
EPI_ISL_1714037	Asia / Qatar
EPI_ISL_1713976	Asia / Qatar
EPI_ISL_1712766	Asia / Qatar
EPI_ISL_1712779	Asia / Qatar
node_951	Oceania / New Zealand
EPI_ISL_579447	Oceania / New Zealand
EPI_ISL_456233	Oceania / New Zealand
node_954	Oceania / New Zealand
EPI_ISL_579457	Oceania / New Zealand
EPI_ISL_579175	Oceania / New Zealand
EPI_ISL_456242	Oceania / New Zealand
EPI_ISL_456284	Oceania / New Zealand
EPI_ISL_456280	Oceania / New Zealand
EPI_ISL_579489	Oceania / New Zealand
EPI_ISL_456237	Oceania / New Zealand
EPI_ISL_456220	Oceania / New Zealand
EPI_ISL_579450	Oceania / New Zealand
EPI_ISL_579474	Oceania / New Zealand
node_950.polytomy_135	Oceania / Australia
EPI_ISL_521887	Oceania / Australia
EPI_ISL_426651	Oceania / Australia
EPI_ISL_430653	Oceania / Australia
EPI_ISL_420017	Oceania / Australia
EPI_ISL_563979	Oceania / Australia
EPI_ISL_426653	Oceania / Australia
EPI_ISL_430651	Oceania / Australia
EPI_ISL_419996	Oceania / Australia
EPI_ISL_420016	Oceania / Australia
EPI_ISL_579432	Oceania / New Zealand
EPI_ISL_579433	Oceania / New Zealand
EPI_ISL_464357	England
EPI_ISL_414006	England
EPI_ISL_464238	England
EPI_ISL_464460	England
EPI_ISL_464206	England
EPI_ISL_414007	England
EPI_ISL_464275	England
EPI_ISL_464432	England
EPI_ISL_464433	England
EPI_ISL_414005	England
EPI_ISL_464358	England
EPI_ISL_2737752	England
EPI_ISL_2737751	England
EPI_ISL_3066000	Asia / Hong Kong
node_480	Scotland
EPI_ISL_465298	England
node_481	Oceania / Australia
EPI_ISL_478451	England
EPI_ISL_454239	Europe / Portugal
EPI_ISL_464498	England
EPI_ISL_5248059	Republic of Ireland
EPI_ISL_440518	England
EPI_ISL_538834	England
EPI_ISL_440970	England
EPI_ISL_526545	England
node_485	England
EPI_ISL_464861	England
EPI_ISL_440347	England
EPI_ISL_423970	England
EPI_ISL_420694	England
EPI_ISL_488738	England
EPI_ISL_418320	England
EPI_ISL_524670	England
EPI_ISL_524673	England
EPI_ISL_488636	England
EPI_ISL_488473	England
EPI_ISL_684930	Asia / Japan
EPI_ISL_488539	England
EPI_ISL_488640	England
EPI_ISL_466038	England
EPI_ISL_488774	England
EPI_ISL_488667	England
EPI_ISL_425412	England
EPI_ISL_499304	England
EPI_ISL_442725	England
EPI_ISL_479190	England
EPI_ISL_514461	England
EPI_ISL_560652	England
EPI_ISL_507132	England
node_496	England
node_500	England
EPI_ISL_453670	England
EPI_ISL_479194	England
EPI_ISL_507148	England
EPI_ISL_613286	England
EPI_ISL_603912	North America / USA
EPI_ISL_475328	England
node_506	England
EPI_ISL_475326	England
EPI_ISL_475327	England
EPI_ISL_484417	England
EPI_ISL_440037	England
EPI_ISL_499302	England
EPI_ISL_507134	England
EPI_ISL_507155	England
EPI_ISL_514460	England
EPI_ISL_475321	England
EPI_ISL_479176	England
EPI_ISL_507152	England
EPI_ISL_453676	England
EPI_ISL_479186	England
EPI_ISL_440300	England
EPI_ISL_475292	England
EPI_ISL_479189	England
EPI_ISL_507149	England
EPI_ISL_514463	England
EPI_ISL_535024	England
EPI_ISL_423228	England
node_503	England
EPI_ISL_514477	England
node_495.polytomy_117	North America / Canada
EPI_ISL_1219744	Europe / Finland
node_509	Europe / Portugal
EPI_ISL_440761	England
node_512	England
node_521	England
node_524	England
node_525	England
node_526	England
EPI_ISL_440232	England
EPI_ISL_440243	England
EPI_ISL_443770	England
EPI_ISL_423711	England
EPI_ISL_444080	England
EPI_ISL_439921	England
EPI_ISL_438310	England
EPI_ISL_517368	England
EPI_ISL_464293	England
EPI_ISL_464262	England
EPI_ISL_464402	England
EPI_ISL_464395	England
EPI_ISL_417213	England
EPI_ISL_2737699	England
EPI_ISL_451531	Oceania / Australia
node_532	England
EPI_ISL_420708	England
EPI_ISL_470449	England
EPI_ISL_484115	England
EPI_ISL_440421	England
node_534	England
node_537	England
EPI_ISL_441755	England
EPI_ISL_423151	England
EPI_ISL_424006	England
EPI_ISL_423192	England
EPI_ISL_466008	England
EPI_ISL_421875	England
EPI_ISL_423688	England
node_542	England
node_547	England
EPI_ISL_423808	England
EPI_ISL_423149	England
EPI_ISL_421816	England
node_550	England
node_552	England
node_553	England
EPI_ISL_443773	England
node_554	England
EPI_ISL_423824	England
EPI_ISL_439877	England
EPI_ISL_3568032	Oceania / Australia
EPI_ISL_507050	England
EPI_ISL_440396	England
EPI_ISL_507049	England
EPI_ISL_466561	England
node_556	England
node_557	England
EPI_ISL_425358	England
EPI_ISL_528401	England
node_555.polytomy_90	Europe / Germany
EPI_ISL_527358	England
node_572	England
EPI_ISL_419898	Oceania / Australia
EPI_ISL_423964	England
EPI_ISL_580648	England
EPI_ISL_517241	England
EPI_ISL_848127	Republic of Ireland
EPI_ISL_514644	North America / USA
EPI_ISL_464973	England
EPI_ISL_517284	England
node_573.polytomy_140	Scotland
node_573.polytomy_93	Europe / Iceland
node_573.polytomy_138	Oceania / New Zealand
node_586	England
node_588	England
EPI_ISL_440364	England
EPI_ISL_435108	Asia / India
node_595	Wales
EPI_ISL_433279	Scotland
EPI_ISL_439920	England
EPI_ISL_464786	England
EPI_ISL_512862	Asia / Thailand
EPI_ISL_483959	England
EPI_ISL_444102	England
node_599	England
node_603	England
EPI_ISL_535836	North America / Canada
node_606	England
EPI_ISL_492523	England
EPI_ISL_443709	England
EPI_ISL_443720	England
EPI_ISL_443793	England
node_609	England
node_612	Scotland
node_615	England
node_619	England
EPI_ISL_443990	England
node_622	England
EPI_ISL_492520	England
EPI_ISL_492839	England
EPI_ISL_423148	England
EPI_ISL_466074	England
node_626.polytomy_133	North America / USA
EPI_ISL_507056	England
EPI_ISL_2549141	Europe / Norway
node_634	England
EPI_ISL_605071	Republic of Ireland
EPI_ISL_423356	England
EPI_ISL_425702	Scotland
EPI_ISL_462422	Asia / Singapore
EPI_ISL_488519	England
EPI_ISL_427063	Oceania / Australia
EPI_ISL_488720	England
EPI_ISL_435316	Asia / Vietnam
EPI_ISL_439518	England
EPI_ISL_423373	England
EPI_ISL_439459	England
node_642	England
EPI_ISL_438333	England
EPI_ISL_439520	England
EPI_ISL_440053	England
EPI_ISL_423790	England
EPI_ISL_440231	England
EPI_ISL_439376	England
EPI_ISL_1335266	North America / Canada
node_646	England
EPI_ISL_443997	England
EPI_ISL_450795	North America / Jamaica
EPI_ISL_450793	North America / Jamaica
EPI_ISL_450796	North America / Jamaica
EPI_ISL_464963	England
EPI_ISL_442222	England
node_653	England
EPI_ISL_469680	England
EPI_ISL_470466	England
EPI_ISL_439660	England
EPI_ISL_466351	England
EPI_ISL_439426	England
EPI_ISL_441325	England
node_656	North America / USA
node_657	England
node_655.polytomy_117	North America / Canada
node_664	Europe / Austria
node_664	Europe / Germany
node_673	Europe / Poland
EPI_ISL_804416	Europe / Netherlands
EPI_ISL_895817	Europe / Czech Republic
EPI_ISL_895828	Europe / Czech Republic
node_675	England
node_676	Europe / Iceland
EPI_ISL_423058	England
EPI_ISL_423907	England
EPI_ISL_425506	England
node_679	England
node_680	England
EPI_ISL_448402	England
EPI_ISL_423723	England
EPI_ISL_423927	England
EPI_ISL_435109	Asia / India
EPI_ISL_794693	Oceania / Australia
EPI_ISL_516883	England
node_686	Wales
EPI_ISL_440558	England
EPI_ISL_441798	England
EPI_ISL_499742	England
node_688	England
EPI_ISL_441561	England
EPI_ISL_456173	Oceania / New Zealand
EPI_ISL_465065	England
node_691	England
node_696	England
EPI_ISL_517041	England
EPI_ISL_517332	England
EPI_ISL_517330	England
EPI_ISL_517246	England
EPI_ISL_517050	England
EPI_ISL_645042	Europe / Poland
EPI_ISL_645011	Europe / Poland
EPI_ISL_645006	Europe / Poland
EPI_ISL_645012	Europe / Poland
EPI_ISL_645077	Europe / Poland
EPI_ISL_645007	Europe / Poland
EPI_ISL_645037	Europe / Poland
EPI_ISL_645004	Europe / Poland
EPI_ISL_645036	Europe / Poland
EPI_ISL_645009	Europe / Poland
EPI_ISL_645008	Europe / Poland
EPI_ISL_425425	England
EPI_ISL_441150	England
EPI_ISL_441124	England
EPI_ISL_470271	England
EPI_ISL_443572	England
EPI_ISL_488785	England
EPI_ISL_423321	England
EPI_ISL_423592	England
EPI_ISL_423170	England
EPI_ISL_423832	England
EPI_ISL_439596	England
node_707	England
node_709	Europe / Germany
node_710	England
EPI_ISL_499763	England
node_713	England
EPI_ISL_664742	England
node_716	England
EPI_ISL_433871	England
EPI_ISL_442926	England
EPI_ISL_438588	England
EPI_ISL_465769	England
EPI_ISL_470172	England
EPI_ISL_423887	England
EPI_ISL_417315	England
EPI_ISL_439454	England
EPI_ISL_465059	England
EPI_ISL_440790	England
EPI_ISL_432231	Wales
EPI_ISL_443776	England
EPI_ISL_528403	England
EPI_ISL_441216	England
EPI_ISL_421842	England
EPI_ISL_442599	England
EPI_ISL_574928	Europe / Switzerland
EPI_ISL_417270	England
EPI_ISL_776136	Europe / Germany
node_729	Europe / Switzerland
EPI_ISL_425351	England
EPI_ISL_425352	England
EPI_ISL_439904	England
EPI_ISL_438406	England
EPI_ISL_425298	England
EPI_ISL_534883	England
EPI_ISL_423812	England
EPI_ISL_423343	England
EPI_ISL_423045	England
EPI_ISL_423665	England
EPI_ISL_489568	England
EPI_ISL_438472	England
EPI_ISL_470120	England
EPI_ISL_438370	England
EPI_ISL_440340	England
EPI_ISL_425296	England
EPI_ISL_425896	Scotland
EPI_ISL_440307	England
EPI_ISL_443585	England
EPI_ISL_433965	England
EPI_ISL_433676	England
EPI_ISL_449124	England
EPI_ISL_433743	England
EPI_ISL_440988	England
node_745.polytomy_21	Africa / Nigeria
EPI_ISL_1476798	England
EPI_ISL_816798	England
EPI_ISL_425549	England
EPI_ISL_425547	England
EPI_ISL_423469	England
node_749	England
EPI_ISL_423255	England
EPI_ISL_473849	Scotland
EPI_ISL_421877	England
EPI_ISL_423156	England
EPI_ISL_442610	England
EPI_ISL_465036	England
EPI_ISL_443050	England
EPI_ISL_454236	Europe / Portugal
EPI_ISL_465884	England
EPI_ISL_459533	Scotland
EPI_ISL_438502	England
EPI_ISL_465466	England
EPI_ISL_465464	England
EPI_ISL_470443	England
node_757	England
EPI_ISL_443524	England
EPI_ISL_517310	England
EPI_ISL_517070	England
EPI_ISL_794701	Oceania / Australia
EPI_ISL_442275	England
EPI_ISL_816746	England
EPI_ISL_1476839	England
EPI_ISL_439872	England
EPI_ISL_417409	Oceania / Australia
EPI_ISL_842820	England
EPI_ISL_507075	England
EPI_ISL_466594	England
node_766.polytomy_93	Europe / Iceland
EPI_ISL_440361	England
EPI_ISL_423266	England
EPI_ISL_440568	England
EPI_ISL_441259	England
EPI_ISL_442098	England
EPI_ISL_442247	England
EPI_ISL_524645	England
EPI_ISL_466457	England
EPI_ISL_466585	England
EPI_ISL_439434	England
EPI_ISL_434466	Europe / Greece
EPI_ISL_466004	England
node_785	England
EPI_ISL_432382	Wales
EPI_ISL_466619	England
EPI_ISL_842808	England
node_788	Northern Ireland
EPI_ISL_423214	England
EPI_ISL_433829	England
EPI_ISL_499773	England
EPI_ISL_499706	England
EPI_ISL_500147	England
EPI_ISL_499807	England
EPI_ISL_488128	England
EPI_ISL_465876	England
EPI_ISL_423084	England
EPI_ISL_420191	England
EPI_ISL_443928	England
EPI_ISL_438436	England
EPI_ISL_438295	England
EPI_ISL_439152	Scotland
node_812	Asia / Hong Kong
EPI_ISL_440219	England
EPI_ISL_440187	England
EPI_ISL_441242	England
EPI_ISL_441559	England
EPI_ISL_420228	England
EPI_ISL_464541	England
EPI_ISL_424557	Europe / Iceland
EPI_ISL_482476	North America / Canada
EPI_ISL_466102	England
EPI_ISL_466101	England
EPI_ISL_507073	England
EPI_ISL_470121	England
EPI_ISL_423079	England
EPI_ISL_423081	England
EPI_ISL_420189	England
EPI_ISL_498029	Asia / South Korea
EPI_ISL_432588	England
EPI_ISL_443002	England
EPI_ISL_442996	England
EPI_ISL_441684	England
EPI_ISL_443035	England
EPI_ISL_479173	England
EPI_ISL_457827	Africa / Kenya
EPI_ISL_458000	Africa / Kenya
EPI_ISL_466554	England
EPI_ISL_466550	England
EPI_ISL_470406	England
EPI_ISL_443946	England
